Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento com playground e salão de festas em Espinheiro,430000,Residencial,Rua 48,Espinheiro,52020060,-8.0437327,-34.8911911,Imobiliária,3,1,103,,2,,,2017-04-10 16:32:09.889729,,,,,,,
Apartamento com piscina e sauna em Parnamirim,550000,Residencial,Rua Guedes Pereira,Parnamirim,52060150,-8.0296459198,-34.9093475342,Imobiliária,3,1,87,87,2,,,2017-04-10 16:32:10.062416,,,,,,,
Prédio Inteiro  em Imbiribeira,3500000,Comercial,Avenida Marechal Mascarenhas de Morais,Imbiribeira,51170000,-26.9225709,-49.0606445,Imobiliária,0,0,1365,1365,6,,,2017-04-10 16:32:10.364639,,,,,,,
Apartamento com piscina e esquina em Madalena,750000,Residencial,Rua Professor José Torres Pires,Madalena,50610180,-8.0533759,-34.9042445,Imobiliária,3,1,91,165,2,,190,2017-04-10 16:32:10.407782,,,,,,,
Apartamento com churrasqueira e playground em Boa Viagem,890000,Residencial,Rua João Cardoso Aires,Boa Viagem,51130300,-8.1416581,-34.9099297,Imobiliária,3,3,125,125,3,,,2017-04-10 16:32:10.528415,,,,,,,
Apartamento com piscina e sauna em Casa Forte,1600000,Residencial,Estrada do Encanamento,Casa Forte,52070000,-8.0314919,-34.9158071,Imobiliária,4,4,193,193,4,,,2017-04-10 16:32:10.775746,,,,,,,
Casa comercial com copa em Boa Viagem,310000,Comercial,,Boa Viagem,,,,Imobiliária,0,0,40,40,1,,,2017-04-10 16:32:10.889717,,,,,,,
Apartamento com piscina e esquina em Boa Viagem,330000,Residencial,Rua Doutor Pedro de Melo Cahu,Boa Viagem,51020080,-8.1116339,-34.8961025,Imobiliária,2,1,54,54,1,,,2017-04-10 16:32:11.045788,,,,,,,
Apartamento com piscina e churrasqueira em Sto Amaro,1380000,Residencial,Rua da Aurora,Sto Amaro,50040090,-8.0512819,-34.8747618,Imobiliária,4,4,176,176,3,,,2017-04-10 16:32:11.128744,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,790000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,3,3,130,130,2,,,2017-04-10 16:32:11.483897,,,,,,,
Apartamento com piscina e churrasqueira em Cid Universitaria,280000,Residencial,Avenida Afonso Olindense,Cid Universitaria,50810000,-8.0373909,-34.9567824,Imobiliária,2,1,55,55,1,,,2017-04-10 16:32:11.512991,,,,,,,
Apartamento com piscina e sauna em Boa Viagem,3100000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1313095093,-34.8996047974,Imobiliária,4,4,260,260,3,,,2017-04-10 16:32:11.611519,,,,,,,
Apartamento  em Cordeiro,220000,Residencial,Rua Orós,Cordeiro,50711340,-8.0467399,-34.9231739,Imobiliária,3,1,70,70,1,,,2017-04-10 16:32:23.435490,,,,,,,
Apartamento  em Espinheiro,305000,Residencial,Rua Marquês do Paraná,Espinheiro,52021050,-8.0416284,-34.8890154,Imobiliária,3,1,72,83,1,,1100,2017-04-10 16:32:23.443607,,,,,,,
Apartamento com piscina e churrasqueira em Campo Grande,268500,Residencial,Rua Gonçalves Dias,Campo Grande,52031040,-8.0358888,-34.8769497,Imobiliária,2,1,47,,1,,,2017-04-10 16:32:24.035427,,,,,,,
Apartamento com campo de futebol e playground em Gracas,690000,Residencial,Rua João Ramos,Gracas,52011080,-8.0457534,-34.8986828,Imobiliária,4,1,209,326,2,,,2017-04-10 16:32:26.729679,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,480000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,96,96,1,,,2017-04-10 16:32:41.562056,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,390000,Residencial,Rua Desembargador Motta Júnior,Casa Amarela,52051360,-26.9225709,-49.0606445,Imobiliária,3,1,79,,1,,,2017-04-10 16:32:27.338470,,,,,,,
Apartamento com piscina e playground em Boa Viagem,360000,Residencial,Rua Major Armando de Souza Melo,Boa Viagem,51030180,-8.1412152,-34.9071633,Imobiliária,3,1,70,,1,,,2017-04-10 16:32:27.974638,,,,,,,
Conjunto Comercial/Sala com esquina em Ilha do Leite,160000,Comercial,Rua Cap Jose da Luz,Ilha do Leite,50070540,-8.0675096,-34.8920493,Imobiliária,0,0,32,,1,,,2017-04-10 16:32:28.299630,,,,,,,
Apartamento com frente para o mar e salão de festas em Boa Viagem,750000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-14.235004,-51.92528,Imobiliária,3,3,164,,2,,320,2017-04-10 16:32:28.595932,,,,,,,
Apartamento com sauna e playground em Rosarinho,690000,Residencial,Rua Teles Júnior,Rosarinho,52050040,-8.0367429,-34.8984621,Imobiliária,3,3,120,120,2,,,2017-04-10 16:32:28.708578,,,,,,,
Casa de condomínio com copa em Boa Viagem,1000000,Residencial,Rua Sylo Bittencourt,Boa Viagem,51030080,-8.1327814,-34.9081022,Imobiliária,3,1,125,225,3,,,2017-04-10 16:32:28.800166,,,,,,,
Apartamento com piscina e playground em Gracas,570000,Residencial,Rua das Graças,Gracas,52011200,-8.0484963,-34.9013764,Imobiliária,3,2,100,130,2,,,2017-04-10 16:32:28.961183,,,,,,,
Apartamento  em Boa Viagem,350000,Residencial,Rua Faustino Porto,Boa Viagem,51020270,-8.1185826,-34.8963102,Imobiliária,3,1,107,107,1,,,2017-04-10 16:32:29.278869,,,,,,,
Apartamento com copa e salão de festas em Boa Viagem,2500000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,280,280,3,,,2017-04-10 16:33:01.191505,,,,,,,
Apartamento com estacionamento visitantes e playground em Encruzilhada,550000,Residencial,,Encruzilhada,52050010,,,Imobiliária,3,1,102,102,2,,,2017-04-10 16:32:29.410008,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,400000,Residencial,Rua Professor Augusto Lins e Silva,Boa Viagem,51130030,-8.1431709,-34.9071051,Imobiliária,2,1,70,70,1,,,2017-04-10 16:32:29.503772,,,,,,,
Apartamento com piscina e churrasqueira em Poco da Panela,950000,Residencial,Rua Tapacurá,Poco da Panela,52061140,-14.235004,-51.92528,Imobiliária,4,2,140,,2,,,2017-04-10 16:32:29.636344,,,,,,,
Apartamento com piscina em Boa Viagem,470000,Residencial,Rua Jonathas de Vasconcelos,Boa Viagem,51021140,-8.1280955,-34.9068559,Imobiliária,3,1,96,132,1,,,2017-04-10 16:32:30.000316,,,,,,,
Quitinete com piscina e churrasqueira em Boa Vista,215000,Residencial,Rua Capitão Rui Lucena,Boa Vista,50070080,-8.056502,-34.8946467,Imobiliária,1,0,40,40,1,,,2017-04-10 16:32:30.068544,,,,,,,
Flat com piscina e sauna em Boa Viagem,280000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,24,24,1,,,2017-04-10 16:32:30.114798,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,340000,Residencial,Rua Amália Bernardino de Sousa,Boa Viagem,51021150,-8.1242451,-34.9084097,Imobiliária,2,1,72,72,1,,,2017-04-10 16:32:30.457054,,,,,,,
Apartamento com copa e esquina em Tamarineira,650000,Residencial,Rua José Carvalheira,Tamarineira,52051060,-14.235004,-51.92528,Imobiliária,3,1,120,120,1,,,2017-04-10 16:32:30.619952,,,,,,,
Apartamento com piscina e playground em Casa Forte,660000,Residencial,Estrada das Ubáias,Casa Forte,52061080,-8.0296948,-34.9176028,Imobiliária,3,2,107,,2,,220,2017-04-10 16:32:30.896149,,,,,,,
Conjunto Comercial/Sala com copa e esquina em Gracas,315000,Comercial,Rua das Graças,Gracas,52011200,-14.235004,-51.92528,Imobiliária,0,0,47,47,1,,,2017-04-10 16:32:30.903897,,,,,,,
Apartamento  em Cid Universitaria,197000,Residencial,Rua Poloni,Cid Universitaria,50740340,-8.0436037908,-34.9515982884,Pessoa Física,3,1,52,52,1,,,2017-04-10 16:32:31.078825,,,,,,,
Apartamento com copa e playground em Espinheiro,550000,Residencial,Avenida Governador Agamenon Magalhães,Espinheiro,52020000,-8.0476285,-34.8926176,Imobiliária,3,1,133,189,1,,,2017-04-10 16:32:31.393257,,,,,,,
Apartamento com piscina e playground em Boa Viagem,785500,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51030021,-8.125652,-34.903714,Imobiliária,3,1,106,106,2,,,2017-04-10 16:32:31.527170,,,,,,,
Apartamento com piscina e playground em Jaqueira,1050000,Residencial,Rua Serrita,Jaqueira,52050091,,,Imobiliária,3,2,143,208,2,,,2017-04-10 16:32:31.700420,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,480000,Residencial,Rua Demócrito de Souza Filho,Madalena,50610120,-8.0569615,-34.9053436,Imobiliária,3,1,65,95,1,,,2017-04-10 16:32:31.709967,,,,,,,
Apartamento com salão de festas e salão de jogos em Madalena,650000,Residencial,Rua J. A. da Silveira,Madalena,50610030,-8.0510953,-34.9058621,Imobiliária,3,1,97,97,2,,,2017-04-10 16:32:32.057849,,,,,,,
Apartamento com piscina em Encruzilhada,217000,Residencial,Rua Marechal Deodoro,Encruzilhada,52030172,-8.0373673,-34.8849041,Imobiliária,2,1,43,44,1,,,2017-04-10 16:33:01.904029,,,,,,,
Apartamento com piscina e churrasqueira em San Martin,310000,Residencial,Rua Ourém,San Martin,50761340,-8.0685644,-34.9262619,Imobiliária,3,1,70,70,1,,,2017-04-10 16:32:32.212592,,,,,,,
Apartamento com piscina e churrasqueira em Apipucos,750000,Residencial,"Rua Apipucos,De",Apipucos,52071000,-8.0221294,-34.9315151,Imobiliária,4,4,158,,2,,,2017-04-10 16:32:32.302423,,,,,,,
Flat  em Boa Viagem,440000,Comercial,Rua dos Navegantes,Boa Viagem,51020010,-8.1318176,-34.9003913,Imobiliária,1,1,46,46,1,,,2017-04-10 16:32:32.479059,,,,,,,
Apartamento com piscina e sauna em Madalena,400000,Residencial,Rua Profa Anunciada da Rocha Melo,Madalena,50710390,-8.0483806,-34.9083796,Imobiliária,3,1,74,,1,,,2017-04-10 16:32:32.564446,,,,,,,
Apartamento com piscina e frente para o mar em Madalena,870000,Residencial,Rua Dom Joao de Souza,Madalena,50610070,-8.0510353,-34.9070991,Imobiliária,4,3,165,,2,,,2017-04-10 16:32:32.585667,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,280000,Residencial,,Boa Viagem,,,,Imobiliária,1,1,32,32,1,,,2017-04-10 16:32:32.738957,,,,,,,
Apartamento com esquina e salão de festas em Derby,1090000,Residencial,Rua Baixa da Verde,Derby,52010250,-8.0551939,-34.8993303,Imobiliária,5,2,295,,3,,,2017-04-10 16:32:33.132088,,,,,,,
Apartamento com piscina e playground em Parnamirim,580000,Residencial,Rua Leonardo Bezerra Cavalcanti,Parnamirim,52060030,-8.0376447,-34.9101652,Imobiliária,3,1,113,,2,,200,2017-04-10 16:32:33.176258,,,,,,,
Apartamento  em Cordeiro,160000,Residencial,Rua Adelino Frutuoso,Cordeiro,50721200,-8.0515923,-34.9294717,Imobiliária,2,0,64,64,1,,,2017-04-10 16:33:01.915798,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,720000,Residencial,Rua Caio Pereira,Rosarinho,52041010,-8.0344334,-34.8991064,Imobiliária,4,2,117,117,2,,,2017-04-10 16:32:33.203447,,,,,,,
Apartamento com piscina em Boa Viagem,420000,Residencial,Rua Agenor Lopes,Boa Viagem,51021110,-8.123696,-34.9061499,Imobiliária,3,1,85,85,1,,,2017-04-10 16:32:33.344254,,,,,,,
Apartamento  em Madalena,426630,Residencial,,Madalena,,,,Imobiliária,3,1,61,61,1,,,2017-04-10 16:32:33.386455,,,,,,,
Apartamento com piscina e frente para o mar em Pina,1700000,Residencial,Rua Capitão Rebelinho,Pina,51011010,-8.0944065,-34.883792,Imobiliária,4,2012,160,,3,,4000,2017-04-10 16:32:33.409821,,,,,,,
Apartamento com piscina e churrasqueira em Gracas,1700000,Residencial,Rua Dom Sebastiao Leme,Gracas,52011160,-8.0481404232,-34.9029586712,Imobiliária,4,2,235,,3,,,2017-04-10 16:32:33.484676,,,,,,,
Apartamento com piscina e churrasqueira em Sto Amaro,845000,Residencial,Rua da Aurora,Sto Amaro,50040090,-8.0593715,-34.8799148,Imobiliária,3,3,121,,2,,,2017-04-10 16:32:33.576986,,,,,,,
Apartamento com piscina e churrasqueira em Setubal,645000,Residencial,Rua Sa e Souza,Setubal,51130050,,,Imobiliária,3,1,92,114,2,,,2017-04-10 16:32:34.162234,,,,,,,
Apartamento com piscina e quadra poliesportiva em Casa Forte,850000,Residencial,Rua Afonso de Albuquerque Melo,Casa Forte,52060450,-8.0392662,-34.9129438,Imobiliária,4,2,130,,2,,,2017-04-10 16:33:35.580492,,,,,,,
Apartamento com salão de festas em Boa Viagem,365000,Residencial,Rua Acajutiba,Boa Viagem,50751410,-8.0634976,-34.9211951,Imobiliária,3,1,120,,2,,,2017-04-10 16:32:34.808815,,,,,,,
Apartamento com piscina e churrasqueira em Campo Grande,360000,Residencial,Estrada de Belém,Campo Grande,52031000,-8.0349361,-34.8872096,Imobiliária,3,1,61,61,1,,,2017-04-10 16:32:35.534120,,,,,,,
Apartamento com estacionamento visitantes em Agua Fria,155000,Residencial,Avenida Beberibe,Agua Fria,52130035,-8.0156862,-34.8905586,Imobiliária,2,1,72,72,1,,,2017-04-10 16:32:36.260136,,,,,,,
Conjunto Comercial/Sala  em Coelhos,180000,Comercial,Rua Capitão José da Luz,Coelhos,50070540,-8.0681846,-34.8925717,Imobiliária,0,0,31,31,1,,,2017-04-10 16:32:36.805375,,,,,,,
Apartamento com playground e quadra poliesportiva em Boa Viagem,450000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,-8.1260474,-34.9050791,Imobiliária,2,1,94,110,1,,,2017-04-10 16:32:37.437618,,,,,,,
Apartamento com piscina e copa em Parnamirim,950000000,Residencial,Rua André Cavalcante,Parnamirim,52060090,-8.0334179,-34.9089546,Pessoa Física,4,2,180,,2,,5800,2017-04-10 16:32:38.195995,,,,,,,
Apartamento com piscina e sauna em Tamarineira,490000,Residencial,Estrada do Arraial,Tamarineira,52051380,-8.0317281,-34.9048028,Imobiliária,3,1,81,81,2,,,2017-04-10 16:32:39.026831,,,,,,,
Apartamento com churrasqueira em Setubal,280000,Residencial,Rua Antonio Passos,Setubal,51030040,,,Imobiliária,3,1,100,110,1,,,2017-04-10 16:32:40.714899,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,660000,Residencial,Rua Altinho,Madalena,50610140,-8.0557174,-34.9053651,Imobiliária,3,1,102,102,2,,,2017-04-10 16:33:01.982593,,,,,,,
Apartamento com piscina e churrasqueira em Torre,553000,Residencial,Rua Real da Torre,Torre,50710100,-8.0448056,-34.9100444,Imobiliária,3,2,90,90,2,,,2017-04-10 16:33:02.110448,,,,,,,
Apartamento com piscina e playground em Varzea,280000,Residencial,Avenida Afonso Olindense,Varzea,50810000,-8.0432291,-34.9587155,Imobiliária,2,0,47,47,0,,,2017-04-10 16:33:02.488251,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,565000,Residencial,Rua Guimarães Peixoto,Casa Amarela,52051200,-8.0272395,-34.906653,Imobiliária,3,1,77,,2,,,2017-04-10 16:33:02.747732,,,,,,,
Apartamento  em Boa Viagem,630000,Residencial,Rua Feliciano José de Farias,Boa Viagem,51030450,-8.1328981,-34.9048335,Imobiliária,4,1,145,145,2,,,2017-04-10 16:33:02.860880,,,,,,,
Galpão/Depósito/Armazém com copa e estacionamento visitantes em Agua Fria,2700000,Comercial,Velha de Agua Fria,Agua Fria,52111000,-8.0210448925,-34.8964289214,Pessoa Física,7,0,894,1034,8,,,2017-04-10 16:33:03.032140,,,,,,,
Apartamento com salão de festas em Aflitos,390000,Residencial,Rua Manuel de Carvalho,Aflitos,52050370,-8.0397941,-34.8958124,Imobiliária,3,1,107,,1,,,2017-04-10 16:33:03.136824,,,,,,,
Apartamento  em Boa Viagem,1100000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,160,160,2,,,2017-04-10 16:33:03.354305,,,,,,,
Apartamento  em Madalena,315000,Residencial,Rua Antônio Vieira,Madalena,50710480,-8.0485792,-34.9112079,Imobiliária,2,1,63,63,1,,,2017-04-10 16:33:03.742448,,,,,,,
Loteamento/Condomínio  em Torreao,800000,Comercial,Rua Dom João Costa,Torreao,52030220,-8.0394543,-34.885569,Imobiliária,0,0,,490,0,,,2017-04-10 16:33:35.657245,,,,,,,
Apartamento com copa em Casa Forte,690000,Residencial,Avenida Dezessete de Agosto,Casa Forte,52060590,-8.0379845,-34.9186067,Imobiliária,4,1,216,216,3,,,2017-04-10 16:33:03.940816,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,420000,Residencial,Rua Antônio de Castro,Casa Amarela,52070080,-8.028138,-34.9158235,Imobiliária,3,1,87,87,1,,,2017-04-10 16:33:04.055670,,,,,,,
Conjunto Comercial/Sala  em Ilha do Leite,497250,Comercial,Rua Senador José Henrique,Ilha do Leite,50070460,-26.9225709,-49.0606445,Imobiliária,0,0,49,,809,,,2017-04-10 16:33:04.399471,,,,,,,
Apartamento  em Pina,980000,Residencial,,Pina,,,,Imobiliária,4,2,120,120,2,,,2017-04-10 16:33:04.668355,,,,,,,
Apartamento com piscina e churrasqueira em Madalena,390000,Residencial,Rua Demócrito de Souza Filho,Madalena,50610120,-8.0552743,-34.9056576,Imobiliária,3,1,74,74,1,,,2017-04-10 16:33:04.841447,,,,,,,
Apartamento com copa e esquina em Boa Viagem,1500000,Residencial,Rua Ernesto de Paula Santos,Boa Viagem,51021330,-8.1251599,-34.8978224,Imobiliária,4,4,224,224,3,,,2017-04-10 16:33:04.877368,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,550000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,131,131,2,,,2017-04-10 16:33:05.094869,,,,,,,
Apartamento com playground e salão de festas em Casa Amarela,520000,Residencial,Estrada do Arraial,Casa Amarela,52070230,-8.0267164,-34.9154486,Imobiliária,3,1,94,94,2,,,2017-04-10 16:33:05.505900,,,,,,,
Apartamento com piscina e sauna em Casa Amarela,335000,Residencial,,Casa Amarela,,,,Imobiliária,2,1,60,60,1,,,2017-04-10 16:33:05.549639,,,,,,,
Casa com churrasqueira em Cordeiro,980000,Residencial,Rua Walfrido de Medeiros,Cordeiro,50630600,-8.0554185,-34.925817,Imobiliária,5,3,253,365,5,,,2017-04-10 16:33:05.624067,,,,,,,
Terreno padrão  em Casa Forte,1300000,Comercial,Rua Ambrosina Carneiro,Casa Forte,52060510,-8.0401804,-34.9178452,Imobiliária,0,0,,362,0,,,2017-04-10 16:33:06.114400,,,,,,,
Terreno padrão  em Casa Forte,1300000,Comercial,Rua Ambrosina Carneiro,Casa Forte,52060510,-8.0401804,-34.9178452,Imobiliária,0,0,,376,0,,,2017-04-10 16:33:06.169897,,,,,,,
Apartamento  em Boa Viagem,350000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,100,100,1,,,2017-04-10 16:33:06.252251,,,,,,,
Apartamento  em Boa Viagem,2500000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.112490654,-34.8903694153,Imobiliária,4,4,312,489,3,,,2017-04-10 16:33:06.354953,,,,,,,
Apartamento com piscina e churrasqueira em Encruzilhada,860000,Residencial,Rua Nossa Senhora da Pompéia,Encruzilhada,52041160,-8.0363542,-34.893087,Imobiliária,4,2,149,,2,,,2017-04-10 16:33:06.794042,,,,,,,
Apartamento com piscina e churrasqueira em Rosarinho,580000,Residencial,Rua Teles Júnior,Rosarinho,52050040,-8.0371294,-34.8976526,Imobiliária,2,2,101,101,2,,,2017-04-10 16:33:06.918887,,,,,,,
Apartamento com piscina e playground em Boa Viagem,395000,Residencial,Rua Cônego Romeu,Boa Viagem,51030340,-8.1377807,-34.9064553,Imobiliária,3,1,73,,1,,140,2017-04-10 16:33:06.928953,,,,,,,
Conjunto Comercial/Sala com copa em Boa Viagem,230000,Comercial,Rua Ernesto de Paula Santos,Boa Viagem,51021330,-8.1240076,-34.9061819,Imobiliária,0,0,30,38,1,,,2017-04-10 16:33:07.145053,,,,,,,
Apartamento com copa e salão de festas em Casa Forte,980000,Residencial,Rua Santana,Casa Forte,52060323,-8.0385062,-34.9178674,Imobiliária,4,2,248,248,2,,,2017-04-10 16:33:07.155796,,,,,,,
Apartamento com piscina e churrasqueira em Boa Viagem,950000,Residencial,Rua Professor José Brandão,Boa Viagem,51020180,-8.1126498,-34.893317,Imobiliária,3,3,158,158,3,,,2017-04-10 16:33:38.057077,,,,,,,
Apartamento com piscina e sauna em Encruzilhada,370000,Residencial,Rua Dona Julieta,Encruzilhada,52041550,-8.033393,-34.8911462,Imobiliária,3,1,61,100,1,,120,2017-04-10 16:33:07.691279,,,,,,,
Casa com copa em Campo Grande,490000,Residencial,Rua Gonçalves Dias,Campo Grande,52031040,-8.0343141,-34.8773104,Imobiliária,5,0,287,345,3,,,2017-04-10 16:33:07.769875,,,,,,,
Apartamento  em Torre,265000,Residencial,Rua Marcos André,Torre,50710050,-8.040536,-34.9068378,Pessoa Física,3,0,70,,1,,65,2017-04-10 16:33:07.776468,,,,,,,
Conjunto Comercial/Sala  em Boa Vista,300000,Comercial,Avenida Governador Agamenon Magalhães,Boa Vista,52021170,-8.0616261,-34.8982763,Imobiliária,0,0,34,34,28,,,2017-04-10 16:33:07.808373,,,,,,,
Apartamento com frente para o mar e playground em Boa Viagem,3400000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.122988,-34.8964499,Imobiliária,4,3,320,,3,,,2017-04-10 16:33:07.878046,,,,,,,
Apartamento  em Cid Universitaria,158000,Residencial,,Cid Universitaria,,,,Imobiliária,2,0,65,65,1,,,2017-04-10 16:33:08.141174,,,,,,,
Conjunto Comercial/Sala com esquina e estacionamento visitantes em Ilha do Leite,290000,Comercial,Avenida Frei Matias Teves,Ilha do Leite,50070465,-8.0653267,-34.89483,Imobiliária,0,0,56,,1,,140,2017-04-10 16:33:08.314968,,,,,,,
Apartamento com piscina e sala de ginástica em Madalena,603166,Residencial,Rua Ernani Braga,Madalena,50610350,-8.0527215,-34.9105289,Imobiliária,3,1,84,84,2,,,2017-04-10 16:33:08.377494,,,,,,,
Apartamento  em Boa Viagem,250000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,122,122,1,,,2017-04-10 16:33:08.485920,,,,,,,
Apartamento com piscina e sauna em Torreao,330000,Residencial,Rua Sítio Gameiro,Torreao,52031200,-8.0405563,-34.8835038,Imobiliária,2,1,55,,1,,,2017-04-10 16:33:08.544653,,,,,,,
Apartamento com playground em Boa Vista,490000,Residencial,Rua Samuel Pinto,Boa Vista,50050240,-8.0515654,-34.8922496,Pessoa Física,4,1,160,,2,,,2017-04-10 16:33:08.834651,,,,,,,
Apartamento com piscina e sauna em Encruzilhada,310000,Residencial,,Encruzilhada,,,,Imobiliária,2,1,49,49,1,,,2017-04-10 16:33:32.739911,,,,,,,
Apartamento com piscina e churrasqueira em Casa Amarela,520000,Residencial,Rua Evaristo da Veiga,Casa Amarela,52070100,-8.0278249,-34.9147572,Imobiliária,3,1,84,105,2,,112,2017-04-10 16:33:32.770941,,,,,,,
Apartamento com sauna e playground em Madalena,790000,Residencial,Rua Professora Anunciada da Rocha Melo,Madalena,50710390,-8.0484834,-34.9068562,Imobiliária,4,2,123,123,2,,,2017-04-10 16:33:33.418097,,,,,,,
