Titulo,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Area Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento com piscina e churrasqueira em Boa Viagem,1093000,Residencial,Rua Arlindo Gouveia,Boa Viagem,50720595,,,Imobiliária,4,2,142,142,2,,,2017-04-09 23:35:10.894766,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Encruzilhada,415000,Residencial,Rua Amaro Coutinho,Encruzilhada,52041110,-8.0355679,-34.8929865,Imobiliária,3,1,72,72,2,,,2017-04-09 23:35:10.964004,1.4594789974823819,0.49880640035123647,4.1054803783921106,5.186019942870549,4.141475398042354,32.66742204709727,1.7690765257703007
Apartamento com piscina e esquina em Boa Viagem,590000,Residencial,Rua Tenente João Cícero,Boa Viagem,51020190,-8.1141795,-34.8928476,Imobiliária,3,1,75,,1,,,2017-04-09 23:35:11.030286,0.27699269190139886,0.8548277189874348,0.6709343637700446,1.4975357655380288,1.144590565880378,14.805146927734873,0
Apartamento com piscina e sauna em Rosarinho,400000,Residencial,,Rosarinho,52041060,,,Imobiliária,2,1,55,55,1,,,2017-04-09 23:35:11.197347,0,0,0,0,0,0,0
Apartamento com piscina e campo de futebol em Boa Viagem,750000,Residencial,Rua Professor José Brandão,Boa Viagem,51020180,-8.1126498,-34.893317,Imobiliária,4,3,158,,2,1100,,2017-04-09 23:35:12.038077,0.20745243559767176,0.9104191548649669,0.5568871209399322,1.7114078300410045,1.30100517259247,13.773622765836881,0
Apartamento com piscina e churrasqueira em Boa Viagem,800000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,125,125,3,,,2017-04-09 23:35:11.217895,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Poco da Panela,950000,Residencial,Rua Tapacurá,Poco da Panela,52061140,,,Imobiliária,4,2,150,150,2,,,2017-04-09 23:35:11.930649,0,0,0,0,0,0,0
Apartamento com piscina e sauna em Casa Forte,472900,Residencial,Estrada do Encanamento,Casa Forte,52070000,,,Imobiliária,3,1,68,68,1,,,2017-04-09 23:35:11.966048,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,353000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1140847,-34.8975562,Imobiliária,3,1,59,,2,,,2017-04-09 23:35:11.981849,0.5789201057998689,0.5784712253459116,0.617620857704294,1.1010440428792911,1.3201797777526147,20.175821285587816,0
Apartamento com piscina e churrasqueira em Encruzilhada,392793,Residencial,Rua Mal Deodoro,Encruzilhada,5203017,-8.0373673,-34.8849041,Imobiliária,3,1,64,,1,,,2017-04-09 23:35:11.988545,0.13116212337211006,0,1.7390873445538386,1.198291295052912,0.8577921272312099,26.21277951276711,0.19903121910151778
Apartamento com piscina e churrasqueira em Madalena,497000,Residencial,Rua Manoel Bernardes,Madalena,50710350,-8.0494634,-34.9104405,Imobiliária,3,1,79,,2,400,,2017-04-09 23:35:12.015399,1.9477735333961979,0.9412712538807422,0.4114743358248422,2.401898972268063,6.057355842738743,23.86555805430052,0.820133224482424
Conjunto Comercial/Sala  em Casa Forte,250000,Comercial,Rua de Sant' Ana,Casa Forte,52060460,-8.0399208,-34.9161202,Imobiliária,0,0,26,26,0,,,2017-04-09 23:36:00.625663,0.49417173705878475,0,0.4129240716573887,0,1.7181295166994819,16.670818823696603,0.3171895435166742
Apartamento com piscina e churrasqueira em Torreao,330000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0408652,-34.8841463,Imobiliária,2,1,56,,1,,,2017-04-09 23:35:12.046802,0.05787132332805311,0,0.8536847483443752,0.4216182910735343,0.81456737343063,22.152280426809526,0.021675444914059882
Apartamento com piscina e churrasqueira em Boa Vista,234000,Residencial,Rua Nunes Machado,Boa Vista,50050590,,,Imobiliária,1,0,32,32,1,,,2017-04-09 23:35:12.533161,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,1000000,Residencial,Rua Sargento Silvino Macêdo,Boa Viagem,51160060,-8.1096506,-34.9060531,Imobiliária,3,3,170,170,3,1105,,2017-04-09 23:35:12.820497,0,0,1.3907756361346033,0,0,18.652971292897305,0
Apartamento com piscina e churrasqueira em Boa Viagem,950000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1169547,-34.8962064,Imobiliária,4,2,149,,2,,,2017-04-09 23:35:12.863076,0.7505631482261815,0.5573859200035891,0.8415957324201427,1.1266522488313029,1.0036658445823181,25.57754344834323,0
Apartamento com piscina e churrasqueira em Boa Viagem,950000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,,,Imobiliária,4,3,149,149,2,800,,2017-04-09 23:35:12.869633,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Setubal,607000,Residencial,Rua General Salgado,Setubal,51130320,-8.1409754,-34.9078158,Imobiliária,3,1,95,,2,550,,2017-04-09 23:35:12.875580,0.6114692471190317,1.5346331321465958,0,0,2.212065688320976,16.374134003606997,0.6337641866720531
Apartamento com piscina e churrasqueira em Boa Viagem,400000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,,,Imobiliária,2,1,61,61,1,360,,2017-04-09 23:35:12.918324,0,0,0,0,0,0,0
Apartamento com piscina e playground em Boa Viagem,300000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,,,Imobiliária,2,1,50,50,1,,,2017-04-09 23:35:12.925344,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,1750000,Residencial,Rua Baltazar Pereira,Boa Viagem,51011550,-14.235004,-51.92528,Imobiliária,4,4,181,,3,,,2017-04-09 23:35:12.970113,0,0,0,0,0,0,0
Apartamento  em Boa Viagem,340000,Residencial,Rua Padre Carapuceiro,Boa Viagem,51020280,-8.1202218,-34.8950958,Imobiliária,4,0,120,120,2,480,,2017-04-09 23:35:13.188601,0.5584121665960091,0.5818762565755691,0.5687211101959442,0.7865926674848915,0.3802082480270567,23.57077110299711,0
Apartamento com piscina e sala de ginástica em Pina,365000,Residencial,Rua Marquês de Alegrete,Pina,51110380,-8.0870415,-34.8898452,Imobiliária,2,1,58,58,1,,,2017-04-09 23:35:13.216573,0,0,0,0,0.15624775673134944,13.12219692643882,0.456049935552296
Apartamento com salão de festas em Parnamirim,190000,Residencial,Rua Desembargador Góis Cavalcante,Parnamirim,52060140,-8.0334239,-34.9103805,Imobiliária,1,0,38,,1,515,89,2017-04-09 23:35:13.471353,0.5120159659756068,0.56520236353592,0.6222091214779164,2.027864287299807,5.344389312109651,26.959214735065128,0.6702856597758521
Apartamento com piscina e churrasqueira em Boa Viagem,820000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.1317303,-34.902409,Imobiliária,4,3,130,,2,740,1,2017-04-09 23:35:13.628656,0.9193919325395519,2.7277221187205676,1.7557455211133517,0.19977050891125578,5.951394224198563,33.02743898273221,3.2931644591435028
Apartamento  em Afogados,270000,Residencial,Rua Joinville,Afogados,50830410,-26.9225709,-49.0606445,Imobiliária,3,0,90,,2,,,2017-04-09 23:35:14.228634,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Casa Forte,2200000,Residencial,Rua Irma Lucia,Casa Forte,52070030,-8.0291334,-34.9206847,Imobiliária,4,4,375,,3,2000,,2017-04-09 23:36:01.344100,0.12273870801400949,0.21474951952254287,1.046868857654407,0.8238261873382865,1.1209414362153671,34.361354502548636,0.11649797300791215
Apartamento com piscina e churrasqueira em Boa Viagem,1100000,Residencial,Rua Le Park,Boa Viagem,51160035,-8.111251,-34.903549,Imobiliária,4,4,170,170,3,1105,,2017-04-09 23:35:13.656355,0.07106987689765572,0.1014616273557965,0.14079727006110454,0,0.13143492688070307,16.385780553813337,0
Apartamento com piscina e churrasqueira em Boa Viagem,219000,Residencial,Rua General Americano Freire,Boa Viagem,51021120,,,Imobiliária,1,1,33,33,1,,,2017-04-09 23:35:13.711634,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,470000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-14.235004,-51.92528,Imobiliária,3,1,95,,2,,,2017-04-09 23:35:13.760849,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Torreao,399000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0404373,-34.8838789,Imobiliária,2,1,56,,1,,,2017-04-09 23:35:13.780141,0.03624422945577749,0,0.7990607730127522,0.40393936139162473,0.7617417657783978,22.22329943267536,0.013779614484289368
Apartamento  em Boa Viagem,220000,Residencial,Rua General Americano Freire,Boa Viagem,51021120,-8.1260945,-34.9060843,Imobiliária,2,0,70,70,1,200,,2017-04-09 23:35:13.838425,1.5515494159289307,2.36970037203307,0.45285909112091177,0.44623795162731633,5.915133761680275,23.801461498307233,2.174494982120835
Apartamento com piscina e sauna em Setubal,546300,Residencial,Rua General Salgado,Setubal,51130320,-26.9225709,-49.0606445,Imobiliária,3,1,95,,2,,,2017-04-09 23:35:13.945942,0,0,0,0,0,0,0
Apartamento com esquina em Cordeiro,219900,Residencial,Avenida Forte do Arraial Novo do Bom Jesus,Cordeiro,50721110,-26.9225709,-49.0606445,Imobiliária,2,0,50,,1,300,54,2017-04-09 23:35:14.184948,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Varzea,190000,Residencial,Rua Torres Homem,Varzea,50810040,-8.0481699,-34.9590198,Imobiliária,3,0,49,,1,210,55,2017-04-09 23:35:14.396136,0.8314040234296075,0,0,0,0.9727475233793124,21.263166443416694,0.37193860320560124
Flat com piscina e churrasqueira em Boa Viagem,420000,Comercial,Avenida Conselheiro Aguiar,Boa Viagem,51111011,,,Imobiliária,2,1,51,51,1,,,2017-04-09 23:35:14.598913,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,3451000,Residencial,Rua Antônio Lumack do Monte,Boa Viagem,51020350,,,Imobiliária,4,4,281,281,3,,,2017-04-09 23:35:14.623705,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,195000,Residencial,Rua Sá e Souza,Boa Viagem,51030065,-8.1370982,-34.9061693,Imobiliária,1,0,25,,1,,,2017-04-09 23:35:14.701617,0.9356680640606664,2.050274420537066,0.34082895799541324,0,1.6293024592329517,21.54952023922784,1.0656842966373623
Apartamento com piscina e churrasqueira em Encruzilhada,380000,Residencial,Rua Dona Julieta,Encruzilhada,52041550,-8.0356372,-34.8897725,Imobiliária,3,1,61,61,1,350,,2017-04-09 23:35:14.718500,0.6957394515553714,0.14443257475437984,4.188590229054812,4.08636370405547,2.4883215575011612,31.33820672620699,1.1402966581620708
Apartamento com piscina e churrasqueira em Poco da Panela,800000,Residencial,Rua Engenheiro Jair Furtado Meirelles,Poco da Panela,52061360,-8.0409726,-34.9200263,Imobiliária,3,2,108,,2,,,2017-04-09 23:35:14.873658,0.030656496232707695,0.004356786067795952,0.02571352802052809,0,1.1398317617631877,13.915774507839423,0.32147682249077214
Apartamento com piscina e campo de futebol em Encruzilhada,350000,Residencial,Rua Marechal Deodoro,Encruzilhada,52030170,-8.0372467,-34.8909859,Imobiliária,3,1,64,,1,380,145,2017-04-09 23:35:14.974090,0.9220654617597642,0.252263722167207,4.984988578040545,5.073301929154854,3.5865207741748004,33.726859266911106,1.6318281035794362
Apartamento com piscina e churrasqueira em Boa Viagem,950000,Residencial,Rua Setúbal,Boa Viagem,51030010,,,Imobiliária,4,2,150,150,2,,,2017-04-09 23:35:14.986481,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Gracas,500000,Residencial,Rua das Creoulas,Gracas,52011270,-14.235004,-51.92528,Imobiliária,2,1,54,,1,,,2017-04-09 23:35:15.011664,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,369000,Residencial,Avenida Bernardo Vieira de Melo,Boa Viagem,54470100,,,Imobiliária,1,1,36,36,1,,,2017-04-09 23:35:15.514544,0,0,0,0,0,0,0
Apartamento com campo de futebol e playground em Campo Grande,390000,Residencial,Estrada de Belém,Campo Grande,52030000,-8033,-34.88458,Imobiliária,3,1,63,,1,420,144,2017-04-09 23:35:15.597294,0,0,0,0,0,0,0
Apartamento com piscina e frente para o mar em Boa Viagem,1450000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1397826,-34.9028362,Imobiliária,4,4,150,237,3,1100,,2017-04-09 23:35:15.614658,0.4023789668026053,3.1070139369866645,0.09672189357426214,0,0.5891923166231295,13.101870498802443,1.0697965928306676
Apartamento com piscina e playground em Casa Amarela,313458,Residencial,Rua Arnoldo Magalhães,Casa Amarela,52051280,-8.0260501,-34.90902,Imobiliária,2,1,52,,1,,,2017-04-09 23:35:15.634556,1.0444268097215073,1.276854827938093,0.21388929292268108,2.5876059381526595,3.3242447022335764,31.06757550671934,0
Apartamento com piscina e churrasqueira em Boa Viagem,590000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1148714,-34.9014556,Imobiliária,3,1,100,100,2,500,,2017-04-09 23:35:15.642743,0.5229681352502097,0.49735024887281665,0.2613831702483609,0.34817320210620767,0.531395160326931,22.580406576744082,0
Apartamento com piscina e copa em Boa Viagem,1352000,Residencial,,Boa Viagem,,,,Imobiliária,4,4,174,174,3,,,2017-04-10 16:25:59.762716,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,600000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.1367798,-34.9018092,Imobiliária,2,1,85,85,2,300,,2017-04-09 23:35:15.722867,0.42275733777532937,3.0177918087778717,0.783987879787547,0,1.0568410365723362,19.63329712316551,1.750644063634371
Apartamento com piscina e churrasqueira em Setubal,990000,Residencial,Rua Mário Souto Maior,Setubal,51030310,-8.1409644,-34.9066388,Imobiliária,4,2,128,,2,,,2017-04-09 23:35:15.780871,0.49567589252810085,1.996412614530355,0,0,1.7454899739626382,15.616053877449348,0.6250032946455979
Apartamento com piscina e churrasqueira em Boa Viagem,546000,Residencial,Rua General Salgado,Boa Viagem,5113032,-8.1409754,-34.9078158,Imobiliária,3,1,95,,2,,,2017-04-09 23:35:15.806502,0.6114692471190317,1.5346331321465958,0,0,2.212065688320976,16.374134003606997,0.6337641866720531
Apartamento com piscina e churrasqueira em Boa Viagem,215000,Residencial,Avenida Bernardo Vieira de Melo,Boa Viagem,54400000,,,Imobiliária,1,1,33,33,1,,,2017-04-09 23:35:16.224872,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,990000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,,,Imobiliária,4,3,149,149,2,,,2017-04-09 23:35:16.298302,0,0,0,0,0,0,0
Apartamento  em Boa Viagem,1750000,Residencial,Rua dos Navegantes,Boa Viagem,51020010,,,Imobiliária,4,1,234,280,2,1500,,2017-04-09 23:35:16.317674,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,750400,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1152682,-34.9006715,Imobiliária,4,2,132,,2,650,,2017-04-09 23:35:16.354191,0.6150890714078004,0.5384567165405731,0.3548390909671018,0.4443149772632996,0.6571354163985073,23.675784954658766,0
Apartamento com salão de festas em Boa Viagem,600000,Residencial,Rua Marquês de Valença,Boa Viagem,51021500,-8.1282807,-34.9059126,Imobiliária,3,1,108,,2,,,2017-04-09 23:35:16.410642,1.7543638469519218,2.287630842280871,0.8012862166110702,0.346953890060213,6.610640977143118,26.964855286217006,2.9490199594284725
Casa com churrasqueira em Gracas,2500000,Residencial,Rua das Pernambucanas,Gracas,52011010,-8.0505876,-34.9033073,Imobiliária,4,1,520,500,4,,,2017-04-09 23:35:16.417688,3.5587920205000976,1.0615705553632748,0.49425686139454916,4.172374122508623,8.28590125779776,30.575206761357535,1.237041818397153
Apartamento com piscina e campo de futebol em Encruzilhada,558000,Residencial,Rua Dr. José Maria,Encruzilhada,52041000,-8.0362327,-34.8958081,Imobiliária,3,1,68,68,2,588,,2017-04-09 23:35:16.456050,2.6221405588086126,0.7923142234203525,3.0990492227132895,5.527184003693084,5.040471985200251,32.11162709058068,2.017770359773013
Apartamento com piscina e campo de futebol em Caxanga,355000,Residencial,Rua Dona Inês Correia de Araújo,Caxanga,50800220,-8.043667,-34.9334778,Imobiliária,3,1,85,,2,465,210,2017-04-09 23:35:16.492903,0.2715748386749648,1.161621374779908,0.15770481309161255,0.1465730922401666,0.6814171196836663,22.314312513531092,1.0613090455555836
Apartamento com piscina e churrasqueira em Torre,400000,Residencial,Rua José de Holanda,Torre,50710140,,,Imobiliária,2,1,52,52,1,,,2017-04-09 23:35:16.778922,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,195000,Residencial,Rua Ana Camelo da Silva,Boa Viagem,51111040,,,Imobiliária,1,1,35,35,1,,,2017-04-09 23:35:16.813004,0,0,0,0,0,0,0
Apartamento com piscina e salão de festas em Boa Viagem,1150000,Residencial,Rua Domício Rangel,Boa Viagem,51011570,-8.1020381,-34.8864939,Imobiliária,3,1,127,,2,,,2017-04-09 23:35:17.090571,0,0,0,0.02893746909136985,2.6313282115250147,13.060403110739395,0
Apartamento  em Boa Viagem,750000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1221411,-34.8960764,Imobiliária,4,2,133,,1,1200,,2017-04-09 23:35:58.847389,0.4630967313841975,0.7952718724835681,0.34429596475343394,0.7856049700275278,0.947117532482702,25.241235053029094,0
Apartamento com salão de festas em Boa Viagem,2500000,Residencial,Rua dos Navegantes,Boa Viagem,51021010,-8.129509,-34.8998333,Imobiliária,4,3,406,,3,1700,1,2017-04-09 23:35:17.189491,0.3437415917500417,2.466030530591993,1.4736858435452347,0.4316113368248365,6.360357496623932,31.293005790853414,2.5129278396917774
Apartamento com churrasqueira e campo de futebol em Ilha do Retiro,705000,Residencial,Rua Tabaiares,Ilha do Retiro,50750230,-26.9225709,-49.0606445,Imobiliária,4,4,130,,2,,,2017-04-09 23:35:17.199516,0,0,0,0,0,0,0
Loft com esquina em Imbiribeira,90000,Residencial,Rua Moacir Albuquerque,Imbiribeira,51170440,-26.9225709,-49.0606445,Imobiliária,1,0,40,,1,110,,2017-04-09 23:35:17.219857,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,290000,Residencial,Rua Jorge Couceiro da Costa Eiras,Boa Viagem,51021300,,,Imobiliária,2,1,52,52,1,,,2017-04-09 23:35:17.285311,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,850000,Residencial,,Boa Viagem,,,,Imobiliária,3,3,120,120,2,,,2017-04-09 23:35:17.302973,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Apipucos,863000,Residencial,Rua de Apipucos,Apipucos,52071000,-8.0221294,-34.9315151,Imobiliária,4,4,158,158,3,,,2017-04-09 23:35:17.455456,0.2726953370445883,0.05756672248189534,0,0,0,16.899306485331383,0
Apartamento com piscina e churrasqueira em Casa Forte,650000,Residencial,Rua Piauí,Casa Forte,52061040,-8.0292597,-34.9248571,Imobiliária,3,1,88,88,2,600,,2017-04-09 23:35:17.695047,0.5687872076570625,0,0.19941322209157103,0.2500965454253079,0.18645140246450875,26.625598472565088,0.1654397799624767
Apartamento  em Boa Viagem,4100000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,,,Imobiliária,4,4,402,402,4,985,,2017-04-09 23:35:17.702450,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,2097000,Residencial,Rua Baltazar Passos,Boa Viagem,51130290,,,Imobiliária,4,4,181,181,3,,,2017-04-09 23:35:17.794465,0,0,0,0,0,0,0
Apartamento com copa em Boa Viagem,1400000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,190,190,3,1558,,2017-04-09 23:36:06.529585,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Pina,2148000,Residencial,Rua Cacilda Iolanda Porciuncula,Pina,51010530,-8.0857917,-34.880349,Imobiliária,4,4,273,,4,,,2017-04-09 23:35:17.810567,0,0,0,0,1.2838064474212776,18.343789746588964,0.8075447322264773
Apartamento  em Boa Viagem,1500000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,190,190,2,,,2017-04-09 23:35:18.081925,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Cordeiro,410000,Residencial,Rua Adelino Frutuoso,Cordeiro,50721200,-8.0524224,-34.928336,Imobiliária,2,1,63,,1,,,2017-04-09 23:35:18.119147,0.8478557413814731,0.9039311442521973,0,0,0.9881220744411464,25.40445994670247,0.8338245299166768
Apartamento com piscina e churrasqueira em Ilha do Retiro,422000,Residencial,Rua do Fonseca,Ilha do Retiro,50750290,-8.0639719,-34.9062663,Imobiliária,3,1,94,94,2,400,,2017-04-09 23:35:18.146251,1.736606479042203,0.2467762129741441,0.4662372751073326,0.8644884784552452,3.8683559355192023,27.680446175571877,0.4648133877082036
Apartamento  em Boa Viagem,1200000,Residencial,,Boa Viagem,,,,Imobiliária,4,2,147,147,2,820,,2017-04-09 23:35:18.179509,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,780000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,,,Imobiliária,4,2,130,130,2,,,2017-04-09 23:35:18.202081,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,1260000,Residencial,Avenida General Mac Arthur,Boa Viagem,51150400,-8.1095767,-34.9086507,Imobiliária,4,4,170,,3,1015,,2017-04-09 23:35:18.248721,0,0,2.485704961341999,0,0,23.226061306176998,0.000167280446084078
Apartamento com piscina e churrasqueira em Encruzilhada,348000,Residencial,Rua Larga do Feitosa,Encruzilhada,52030140,-8.036786,-34.8852046,Imobiliária,3,1,64,64,1,330,,2017-04-09 23:35:21.307200,0.14462704162642023,0,1.9075547217795468,1.3363132490701752,0.8913408761346401,26.9589369323165,0.23216646454111195
Apartamento com piscina e churrasqueira em Boa Viagem,510000,Residencial,,Boa Viagem,54020350,,,Imobiliária,2,1,56,56,1,,,2017-04-09 23:35:18.496402,0,0,0,0,0,0,0
Apartamento com sala de ginástica e salão de festas em Boa Viagem,457000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,-8.1260983,-34.9032526,Imobiliária,2,1,61,61,1,,,2017-04-09 23:35:18.503832,1.0566113728680477,2.8487301638960805,0.7785396661859036,0.7266269636278534,7.4009877188641315,32.21794250396585,2.2447232153408487
Apartamento com piscina e churrasqueira em Boa Viagem,457000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,-8.1256324,-34.9048448,Imobiliária,2,1,61,,1,400,,2017-04-09 23:35:19.027362,1.2968334915498234,2.5947818680249015,0.533794996447203,0.5918339596429427,6.395932740852057,27.466684217281333,2.083562724232283
Apartamento com piscina e churrasqueira em Madalena,1180000,Residencial,Rua Monsenhor Silva,Madalena,50610360,-8.0508763,-34.9113739,Imobiliária,4,4,153,,3,500,,2017-04-09 23:35:19.049350,1.7065777561589415,0.9533458666908783,0.4756606479894847,2.4868618762141357,5.854026417266608,25.941461982174534,0.957874245710524
Apartamento com piscina e salão de festas em Jaqueira,2200000,Residencial,Rua Deputado Pedro Pires Ferreira,Jaqueira,52050480,-8.0386452,-34.9049772,Imobiliária,4,4,300,,4,1650,900,2017-04-09 23:35:19.112842,2.1726533079978414,0.10757823038465893,0.5651254443717609,2.6762165529194,2.728477727169207,20.955080261605175,0.49113473007903385
Apartamento com piscina e sala de ginástica em Boa Viagem,530000,Residencial,Rua Antônio de Sá Leitão,Boa Viagem,51020090,-8.1095428,-34.8957422,Imobiliária,3,1,86,86,2,550,,2017-04-09 23:35:19.131645,0.042273386834636086,0.5344071272631903,0.2442366663762324,1.4204261674345555,1.28134546830063,8.318373863250184,0
Apartamento com piscina e churrasqueira em Jaqueira,508000,Residencial,Rua Coronel Uriel Sérgio Cardim,Jaqueira,52050190,-8.0475622,-34.8769643,Imobiliária,3,1,66,,1,,,2017-04-09 23:35:19.167055,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
Apartamento com piscina e churrasqueira em Boa Viagem,335000,Residencial,Rua Izabel Magalhães,Boa Viagem,51030330,-8.1387506,-34.9064288,Imobiliária,2,1,45,45,1,,,2017-04-09 23:35:52.952520,0.7270838945718279,2.0773579017690733,0.013139537563848535,0,1.7159383844230218,18.53149620593351,0.8307252872746556
Apartamento com piscina e churrasqueira em Pina,631000,Residencial,Rua Nogueira de Souza,Pina,51110110,,,Imobiliária,3,1,84,84,2,,,2017-04-09 23:35:19.176717,0,0,0,0,0,0,0
Apartamento com piscina e playground em Boa Viagem,353500,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1134969,-34.8999163,Imobiliária,2,1,56,,1,,,2017-04-09 23:35:19.250623,0.48964972672852514,0.45766589643610256,0.366141051134639,0.5278494940374363,0.9034901174982337,19.11292415232422,0
Apartamento com piscina e playground em Boa Viagem,750400,Residencial,,Boa Viagem,54020350,,,Imobiliária,4,2,125,125,2,,,2017-04-09 23:35:19.265690,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Rosarinho,591000,Residencial,Rua Ceará,Rosarinho,52041130,-8.0366383,-34.8945994,Imobiliária,3,2,81,,2,,,2017-04-09 23:35:19.941964,2.2102529764456222,0.6520681152294923,3.7683440698211963,5.4329794800396165,5.076015617673958,33.12916285121088,2.2697114308665256
Apartamento com piscina e salão de festas em Iputinga,315000,Residencial,Rua Inácio Leopoldo,Iputinga,50670490,-8.0471494,-34.9437295,Imobiliária,3,1,71,71,1,380,,2017-04-09 23:35:19.977470,0.3434642604034618,0.1818324696482008,1.723701362929507,0.7779808963680233,5.410245727844693,26.449013504445777,0.01927520331044161
Apartamento com piscina e churrasqueira em Boa Viagem,970000,Residencial,Rua José Aderval Chaves,Boa Viagem,5111103,-14.235004,-51.92528,Imobiliária,3,2,127,,0,850,,2017-04-09 23:35:20.130647,0,0,0,0,0,0,0
Apartamento com playground e salão de festas em Boa Viagem,780000,Residencial,Rua Professor Eduardo Wanderley Filho,Boa Viagem,51020170,-8.1116189,-34.8936765,Imobiliária,4,3,130,195,2,945,,2017-04-09 23:35:48.294803,0.14583499161903454,0.8146128440666845,0.46177702764703704,1.7981539620549314,1.3682079827211346,12.619951644889818,0
Conjunto Comercial/Sala  em Ilha do Leite,645000,Comercial,Avenida Governador Agamenon Magalhães,Ilha do Leite,52031330,,,Imobiliária,0,0,48,48,1,,,2017-04-09 23:35:20.182220,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Rosarinho,373000,Residencial,Praça Phaelante da Câmara,Rosarinho,52041061,-8.0331118,-34.8974905,Imobiliária,2,1,53,,1,302,90,2017-04-09 23:35:20.194248,2.4351388963029343,0.7385438965023645,1.1847111631123493,4.620463352449146,4.190370822575292,29.76877100043723,0.8292418719898349
Apartamento com piscina e churrasqueira em Torreao,381000,Residencial,Rua Othon Paraíso,Torreao,52030250,-8.0377785,-34.8837638,Imobiliária,3,1,64,,1,,,2017-04-09 23:35:20.204365,0.017572192438290585,0,0.9963855547481112,0.6835708298103753,0.5818950929565055,24.369473166088483,0.07071000587979495
Apartamento com piscina e churrasqueira em Beira Rio,519000,Residencial,Rua Benjamim Constant,Beira Rio,50710150,-8.0451591,-34.9073305,Imobiliária,3,1,87,,2,,,2017-04-09 23:35:20.213088,2.0643307977472216,0.484118611306289,0.08285273031641566,1.2392022232472006,5.073953273049094,21.029824833104275,0.43929445328799
