Titulo,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Area Total (m2),Vagas,Taxa Condomínio,IPTU,Data Coleta,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
Apartamento  em Boa Viagem,430000,Residencial,Rua dos Navegantes,Boa Viagem,51020011,-8.1108401,-34.8905829,Imobiliária,3,1,113,133,0,700,,2017-04-09 23:45:06.879343,0,0.5524229932019491,0.22792296303545584,1.5768983146319289,1.0039010063208087,10.0660322497128,0
Apartamento com piscina e sauna em Jaqueira,3000000,Residencial,Rua Muniz Tavares,Jaqueira,52050170,-8.035024,-34.9060257,Imobiliária,5,5,312,,4,,,2017-04-09 23:45:07.047975,1.8741436382908445,0.1166979673459981,0.5228160743128925,4.098389859471984,2.7573870524409365,24.777227375544374,0.42381535485504584
Apartamento com piscina e churrasqueira em Boa Viagem,1800000,Residencial,Rua dos Navegantes,Boa Viagem,51111080,-8.1088429,-34.8896972,Imobiliária,5,3,520,520,5,,,2017-04-09 23:45:07.076670,0,0.33076774205662934,0,1.3541288200131323,1.1528062019461784,9.607349311163588,0
Apartamento com piscina e playground em Imbiribeira,260000,Residencial,Avenida Sul Governador Cid Sampaio,Imbiribeira,50090010,-8.08687,-34.9064377,Imobiliária,2,0,45,45,1,300,,2017-04-09 23:45:07.234121,0.3435685406289092,0.00028036886780853366,0.4029434483873938,0.8638481242305933,0.9809378881079156,10.614552599780357,0.1640612565313012
Conjunto Comercial/Sala com estacionamento visitantes em Ilha do Leite,498000,Comercial,Praça Miguel de Cervantes,Ilha do Leite,50070520,-8.066570282,-34.8936424255,Imobiliária,0,0,60,60,2,575,,2017-04-09 23:45:07.253949,0.589625112371892,0.010228896344157646,1.1549837250078898,3.338955529731138,0.5357434018798045,26.530046722102714,0.2921267078219636
Apartamento com playground e salão de festas em Soledade,256000,Residencial,Rua Nunes Machado,Soledade,50050590,-8.055311,-34.8895245,Imobiliária,1,0,32,58,1,,,2017-04-09 23:45:07.269462,1.0739293362274098,0.27254765113788787,0,0.6785549516338815,1.0018212777014945,34.37537129188505,2.440568542232616
Apartamento com piscina e playground em Cordeiro,390000,Residencial,,Cordeiro,,,,Imobiliária,3,0,61,61,1,,,2017-04-09 23:45:07.477881,0,0,0,0,0,0,0
Apartamento com playground e salão de festas em Tamarineira,290000,Residencial,Rua Gomes Coutinho,Tamarineira,52051130,-8.0281027,-34.9051948,Imobiliária,3,1,62,84,1,300,,2017-04-09 23:45:07.581115,1.1458483623952178,0.8095157215108376,0,2.306625970146946,1.7964751202445115,28.735494020667268,0
Casa de condomínio com piscina em Boa Viagem,2350000,Residencial,Rua Sideral,Boa Viagem,51030630,-8.1387773,-34.9108487,Imobiliária,4,2,188,188,2,,,2017-04-09 23:45:07.644343,0.7676001212002117,0.36788453840655577,0,0,2.989019587656087,19.754911589569147,0.6254272070654141
Apartamento com piscina e playground em Madalena,645000,Residencial,Rua Professora Anunciada da Rocha Melo,Madalena,50710390,-8.0475622,-34.8769643,Imobiliária,4,2,110,,2,,,2017-04-09 23:45:07.697227,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
Apartamento com piscina e campo de futebol em Boa Viagem,675000,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51021190,-8.1401642,-34.9044612,Imobiliária,4,2,136,,2,640,,2017-04-09 23:45:07.811920,0.49260138610538473,2.8192734135966333,0,0,0.8965760109159115,14.314557268503686,0.8498529098629691
Apartamento com piscina e quadra poliesportiva em Imbiribeira,1150000,Residencial,Rua Le Park,Imbiribeira,51160035,-8.111251,-34.903549,Imobiliária,4,4,170,,0,1368,,2017-04-09 23:45:07.857362,0.07106987689765572,0.1014616273557965,0.14079727006110454,0,0.13143492688070307,16.385780553813337,0
Apartamento com piscina e estacionamento visitantes em Parnamirim,1300000,Residencial,,Parnamirim,,,,Imobiliária,4,4,270,270,3,1570,,2017-04-09 23:45:07.872628,0,0,0,0,0,0,0
Apartamento com playground e salão de festas em Rosarinho,890000,Residencial,Rua Hipólito Braga,Rosarinho,52041310,-8.0318991,-34.8962311,Imobiliária,4,2,130,130,2,700,,2017-04-09 23:45:08.092725,1.849422887094102,0.5792634983872281,1.1142687357476424,3.8076704109634205,3.51024609869841,28.838155339236998,0.7006486507868066
Apartamento com piscina e esquina em Boa Viagem,1100000,Residencial,Rua Domício Rangel,Boa Viagem,51111230,-8.1020381,-34.8864939,Imobiliária,3,2,127,127,2,1050,,2017-04-09 23:45:08.204889,0,0,0,0.02893746909136985,2.6313282115250147,13.060403110739395,0
Apartamento com piscina e sauna em Boa Viagem,810000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,3,3,130,130,2,,,2017-04-09 23:45:08.247532,0,0,0,0,0,0,0
Apartamento com salão de festas em Boa Viagem,940000,Residencial,Rua Professor Júlio Ferreira de Melo,Boa Viagem,51020230,-8.1190173,-34.9002454,Imobiliária,7,2,258,391,2,1300,,2017-04-09 23:45:08.664074,0.7476663894648179,1.077605597710744,0.3414286538140994,0.841761536698876,0.6726548624711692,30.465949480460324,0
Apartamento com sala de ginástica e salão de festas em Parnamirim,280000,Residencial,Rua Guedes Pereira,Parnamirim,52060150,-8.0303554,-34.9083077,Imobiliária,2,0,55,55,1,460,,2017-04-09 23:45:08.673171,1.0634205160045649,0.8779873666498821,0.22104234851008403,3.07337072851302,4.506247519029294,28.939750644986553,0.27255831209286907
Apartamento com playground e salão de festas em Boa Viagem,1050000,Residencial,Avenida Beira Mar,Boa Viagem,51130705,-8.1498757,-34.9106874,Imobiliária,4,2,165,,2,900,,2017-04-09 23:45:08.715079,0.16612517227153045,0,0,0,0.7307772041663516,6.615915797219306,0
Apartamento com esquina em Boa Viagem,565000,Residencial,,Boa Viagem,5102137,,,Imobiliária,4,2,150,150,2,500,,2017-04-09 23:45:08.731870,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Rosarinho,390000,Residencial,Rua Gal Artur Oscar,Rosarinho,52050430,-8.0362224,-34.8962308,Imobiliária,2,1,60,,1,285,,2017-04-09 23:45:08.809022,2.755217203024324,0.8344595101019887,2.881723718355536,5.467781762019538,5.068770205087444,31.694356069898188,1.9482091480874164
Apartamento com sauna e copa em Boa Viagem,571000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.109204,-34.8979809,Imobiliária,2,1,72,72,1,,,2017-04-09 23:45:09.021448,0.04647787937685041,0.35588290536236433,0.14286406543378133,0.870141138124555,0.9799864351955032,6.71815080537793,0
Apartamento com copa e playground em Madalena,634999,Residencial,Rua Professora Anunciada da Rocha Melo,Madalena,50710390,-8.0487366,-34.9074421,Imobiliária,4,2,110,110,2,,,2017-04-09 23:45:09.114057,2.751472322864222,0.962258520606396,0.47627025093827,3.1738709484449146,7.546086792873609,25.447198570674136,1.066580832616423
Apartamento com piscina e churrasqueira em Boa Viagem,630000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.1087642,-34.8976657,Imobiliária,3,1,106,106,2,,,2017-04-09 23:45:09.365971,0,0.34386031117156995,0.11039022583709664,0.8912436631317009,0.9545767574159296,5.742362201083592,0
Apartamento  em Iputinga,199000,Residencial,,Iputinga,,,,Imobiliária,2,1,45,45,1,,,2017-04-09 23:45:09.479643,0,0,0,0,0,0,0
Apartamento com salão de festas em Boa Viagem,300000,Residencial,Rua Faustino Porto,Boa Viagem,51020270,-8.1178832,-34.8976434,Imobiliária,2,0,78,78,1,450,,2017-04-09 23:45:09.535446,0.927681292907668,0.7131325919254772,0.6534754238462517,0.9371900938456118,0.7247072444504375,28.273274717819856,0
Apartamento  em Torre,1400000,Residencial,Rua Real da Torre,Torre,50610000,-8.0499453,-34.9083194,Imobiliária,4,4,203,,3,,,2017-04-09 23:45:09.606811,2.540039288690204,1.2144741486905202,0.6086053850772652,3.552755823171119,8.177368716859323,26.60071726504688,1.2365218094073787
Apartamento com piscina e frente para o mar em Boa Viagem,750000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1269546,-34.897887,Imobiliária,3,1,140,140,1,1250,,2017-04-09 23:45:09.719972,0.01626013874965611,1.823278112745688,0.7656448372774256,0.5417324616151623,4.602541250112328,27.143305248925962,1.271183020745407
Apartamento com piscina e churrasqueira em Boa Viagem,458000,Residencial,Endereço Não Informado,Boa Viagem,,,,Imobiliária,3,1,68,68,1,450,,2017-04-09 23:45:09.788538,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,1490000,Residencial,"Rua Navegantes,Dos",Boa Viagem,51021010,-8.1281342,-34.898931,Pessoa Física,3,3,265,285,2,900,2500,2017-04-09 23:45:09.941472,0.18755983029597315,2.190625284028715,1.1128268755958075,0.5284589115180998,5.847067053921376,29.826684773170015,1.9189201623552898
Apartamento com piscina e churrasqueira em Gracas,1250000,Residencial,Rua Dom Sebastião Leme,Gracas,52011160,-8.0486618,-34.9031623,Imobiliária,4,2,237,237,3,1100,,2017-04-09 23:45:09.950158,3.0059141539835674,1.004916259992565,0.3303522320200848,3.295322257078037,7.836977901223597,28.937706990162525,1.2732710144530708
Apartamento  em Boa Viagem,250000,Residencial,Avenida Vinte de Janeiro,Boa Viagem,51030160,-8.1406849,-34.9149826,Imobiliária,2,1,73,73,1,260,,2017-04-09 23:45:10.086827,0.6548773210895206,0,0,0,3.0544938862306306,16.067943828427712,0.9435220468465763
Apartamento com piscina e churrasqueira em Espinheiro,400000,Residencial,Rua Venezuela,Espinheiro,52020170,-8.0470966,-34.894472,Imobiliária,3,1,112,112,1,750,,2017-04-09 23:45:10.152421,1.0138495667548246,1.1609548109144092,0.03740112568595612,1.6183512162993101,7.720454534954638,37.62496262578463,1.316856899815632
Apartamento com churrasqueira e playground em Casa Forte,1350000,Residencial,Rua de Apipucos,Casa Forte,52071000,-8.0234772,-34.9305203,Imobiliária,4,4,204,204,3,800,,2017-04-09 23:45:10.233655,0.4541711781717951,0,0,0,0,20.833752934422353,0
Apartamento com piscina e salão de festas em Boa Viagem,260000,Residencial,Rua José Hipólito Cardoso,Boa Viagem,51030060,-8.1400459,-34.9088677,Imobiliária,2,1,75,75,1,730,,2017-04-09 23:45:10.431061,0.7333790214846327,1.1237332330930119,0,0,2.589841778231406,17.97058564769886,0.6610338405248176
Apartamento com frente para o mar e playground em Boa Viagem,1300000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.1142532,-34.891562,Imobiliária,4,2,250,250,2,,,2017-04-09 23:45:10.563300,0.15946718379004574,0.7297083259397835,0.5651235144893086,1.3604580998010098,0.9219476434558547,12.541269634834252,0
Apartamento com piscina e playground em Casa Forte,1380000,Residencial,,Casa Forte,,,,Imobiliária,4,2,183,183,3,1050,,2017-04-09 23:45:10.600996,0,0,0,0,0,0,0
Apartamento com piscina e playground em Aflitos,945000,Residencial,Rua Manuel de Carvalho,Aflitos,52050370,-8.0374888,-34.8953703,Imobiliária,4,2,210,,3,1100,517,2017-04-09 23:45:10.678090,2.4683233207165904,0.6738525062557278,3.470039498984196,5.233194790680642,5.532327226013645,33.02185349688068,2.3340938701226537
Apartamento  em Parnamirim,350000,Residencial,Avenida Parnamirim,Parnamirim,52060000,-8.0352789,-34.9071214,Imobiliária,2,0,68,68,1,560,,2017-04-09 23:45:10.934354,1.5156040210274266,0.13752708656342372,0.5519717574850733,3.609447599298027,3.071779409041194,24.85266046928563,0.5478058417140736
Apartamento com churrasqueira e sauna em Boa Viagem,800000,Residencial,Avenida Visconde de Jequitinhonha,Boa Viagem,51021190,-8.125652,-34.9037141,Imobiliária,3,1,107,170,2,775,,2017-04-09 23:45:10.944830,1.1013645003845767,2.7785876111420937,0.65004065009168,0.7082272755592556,6.904713740163122,30.923548482324698,2.0844612796685857
Apartamento  em Boa Vista,270000,Residencial,Rua do Sossego,Boa Vista,50050080,-8.0560307,-34.8850572,Imobiliária,3,0,126,126,1,285,,2017-04-09 23:45:11.137330,0.5971052695200174,0.8949232211426218,0,0.1265806697542837,0.8361617344649074,52.069518306440244,2.2476276765177174
Loft com piscina e sauna em Boa Viagem,430000,Residencial,Rua Compositor Ataulfo Alves,Boa Viagem,51030440,-8.1327612,-34.904266,Imobiliária,2,1,62,,1,,,2017-04-09 23:45:11.189638,1.2345100990205469,2.2886118247457974,1.289107633845525,0.03780371854456723,4.773929561376531,30.01864700023948,2.9724003725085817
Apartamento com piscina e churrasqueira em Setubal,540000,Residencial,Rua General Salgado,Setubal,51130320,-20.6487843,-50.3614533,Imobiliária,3,1,93,93,2,,,2017-04-09 23:45:11.229654,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,2490000,Residencial,Avenida Boa Viagem,Boa Viagem,51130000,-8.1348866,-34.9012215,Imobiliária,4,4,250,,4,1900,,2017-04-09 23:45:11.323614,0.3746410471945111,2.833804033005265,1.2050269533350328,0,2.4877975121174623,23.974982247835186,2.257099272870421
Apartamento com playground e salão de festas em Apipucos,1055000,Residencial,Rua de Apipucos,Apipucos,52071000,-8.0276312,-34.9289125,Imobiliária,4,2,140,140,0,,,2017-04-09 23:45:11.552390,0.9430214515932074,0,0,0,0,24.062447486536318,0
Apartamento com piscina e churrasqueira em Madalena,1100000,Residencial,Rua Heitor Maia Filho,Madalena,50720525,-8.0578476,-34.9033547,Imobiliária,4,4,207,,3,,,2017-04-09 23:45:11.586076,4.657728537763033,0.8785543967201771,1.3723498387068254,3.0249907536402167,8.809532779652624,39.60992730936694,0.7483238482636705
Apartamento com piscina e churrasqueira em Boa Viagem,550000,Residencial,Rua João Cardoso Aires,Boa Viagem,51130300,-8.1428435,-34.9073188,Imobiliária,3,2,110,110,2,800,,2017-04-09 23:45:11.795139,0.408566836059844,1.5465394001720245,0,0,1.6934440995503188,13.996742086083538,0.4888639924099159
Apartamento com piscina e campo de futebol em Setubal,318000,Residencial,Rua Viriato Correia,Setubal,51030510,-26.9225709,-49.0606445,Imobiliária,2,1,47,,1,,,2017-04-09 23:45:11.812156,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Casa Forte,1690000,Residencial,,Casa Forte,,,,Imobiliária,4,4,374,,4,2000,,2017-04-09 23:45:12.038136,0,0,0,0,0,0,0
Apartamento com piscina e playground em Pina,320000,Residencial,Rua Capitão Rebelinho,Pina,51011010,-8.0935573,-34.8836223,Imobiliária,1,0,36,36,1,,,2017-04-09 23:45:12.084074,0,0,0,0,2.8209313628479284,14.679406556726718,1.0688647636077095
Apartamento com piscina e campo de futebol em Rosarinho,310000,Residencial,Rua Rodolfo de Holanda,Rosarinho,52041260,-8.0326036,-34.8926947,Imobiliária,2,1,55,,1,400,,2017-04-09 23:45:12.188227,0.9296298726611607,0.37931777410530515,2.597279773297379,3.6666332091251377,2.707322589709098,28.813250836628946,0.9887322443698476
Galpão/Depósito/Armazém com copa e vestiário em S Jose,6500000,Comercial,Rua da Concórdia,S Jose,50020050,-8.0704669,-34.8835871,Imobiliária,0,0,2900,2900,0,,,2017-04-09 23:45:12.433196,0,0.4580103878945346,1.541601593429157,0,0.2582504425126807,53.26335858457613,2.3329191479867344
Apartamento  em Espinheiro,1100000,Residencial,Rua Santo Elias,Espinheiro,52020090,-8.0457551,-34.8926956,Imobiliária,4,3,190,190,2,1000,,2017-04-09 23:45:12.531649,0.4779623611836493,0.6804239853040106,0.6296429918983959,1.2671703188628896,6.739447834215968,34.55099415337574,1.0798101391981363
Apartamento com piscina e churrasqueira em Gracas,1700000,Residencial,Não Informado,Gracas,,,,Imobiliária,4,4,187,187,3,,,2017-04-09 23:45:12.606359,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Boa Viagem,800000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-26.9225709,-49.0606445,Imobiliária,4,2,132,132,2,700,,2017-04-09 23:45:12.709952,0,0,0,0,0,0,0
Apartamento com piscina e frente para o mar em Boa Viagem,580000,Residencial,Avenida Boa Viagem,Boa Viagem,51030900,-8.1347592,-34.9015613,Imobiliária,3,1,99,99,1,470,,2017-04-09 23:45:12.796882,0.44328783545584727,2.8257336462178344,1.2331883682786957,0,2.673761358167865,24.88497115117738,2.3419165017927783
Apartamento com piscina e sauna em Boa Viagem,440000,Residencial,Rua Felix de Brito Melo,Boa Viagem,51020260,,,Imobiliária,2,1,56,56,2,570,,2017-04-09 23:45:12.820480,0,0,0,0,0,0,0
Apartamento com copa e salão de festas em Santana,900000,Residencial,Rua Samuel Farias,Santana,52060430,-8.0387294,-34.9156625,Imobiliária,4,2,263,263,3,1700,,2017-04-09 23:45:12.858653,0.4002113931163933,0.05473435922381884,0.5479808860360464,0.11948855320598853,2.6810647125639386,18.65146623900598,0.42970676709884936
Apartamento com salão de festas em Boa Viagem,700000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1395492,-34.9030392,Imobiliária,3,2,163,273,2,1100,,2017-04-09 23:45:12.959433,0.4360157111035544,3.111180929195111,0.13940355663938886,0,0.6328457497586056,13.929997079391113,1.1015663877343242
Apartamento  em Boa Viagem,900000,Residencial,Não Informado,Boa Viagem,,,,Imobiliária,4,1,150,150,1,900,,2017-04-09 23:45:13.123065,0,0,0,0,0,0,0
Apartamento com churrasqueira e playground em Iputinga,170000,Residencial,Rua São Mateus,Iputinga,50680000,-8.0319622,-34.9344208,Imobiliária,3,0,16,16,1,230,,2017-04-09 23:45:13.131025,0.29009832330030727,0.1477186212488474,0,0.11325146460601024,0.5768745125426851,22.56905848987544,0.4724070898961968
Apartamento com piscina e churrasqueira em Boa Viagem,1100000,Residencial,Rua Le Park,Boa Viagem,51160035,-26.9225709,-49.0606445,Imobiliária,5,5,170,,0,1380,,2017-04-09 23:45:13.300515,0,0,0,0,0,0,0
Apartamento com piscina e churrasqueira em Caxanga,280000,Residencial,Rua Dona Inês Correia de Araújo,Caxanga,50800220,,,Imobiliária,2,1,55,55,1,200,,2017-04-09 23:45:13.320852,0,0,0,0,0,0,0
Apartamento  em Casa Forte,650000,Residencial,Estrada do Encanamento,Casa Forte,52070000,-8.031343,-34.9155798,Imobiliária,3,1,106,106,2,540,,2017-04-09 23:45:13.484344,0.07601318312656963,0.8125443600501943,1.3777130507836661,1.1696318582604452,5.8875538977166295,34.805584445670235,0.2595998658288522
Apartamento com piscina e salão de festas em Cordeiro,240000,Residencial,Avenida Mário Álvares Pereira de Lira,Cordeiro,50721430,-8.0464371,-34.9356431,Imobiliária,2,1,51,51,1,,,2017-04-09 23:45:13.533753,0.1736075117226827,0.7220120166346571,0.12319901887868787,0.03342097724197038,0.6655052375169103,22.081361411268738,0.4203652839385841
Apartamento com salão de festas em Boa Viagem,330000,Residencial,Rua Cruzeiro do Forte,Boa Viagem,51030620,-8.1378747,-34.9108225,Imobiliária,3,1,65,65,2,550,,2017-04-09 23:45:13.561018,0.7358932337031681,0.2705810247320243,0,0,2.833623792126719,20.43404612693072,0.5650539433646908
Apartamento com estacionamento visitantes e playground em Boa Viagem,690000,Residencial,,Boa Viagem,,,,Imobiliária,3,1,160,160,1,,,2017-04-09 23:45:13.579624,0,0,0,0,0,0,0
Apartamento com copa e playground em Boa Viagem,580000,Residencial,Rua Setúbal,Boa Viagem,51130010,-8.1380569,-34.9031262,Imobiliária,3,1,120,158,1,567,,2017-04-09 23:45:13.601318,0.5305001177554416,3.01311338529655,0.4571213694143894,0,0.819599341676584,17.959344533124277,1.424959232090498
Apartamento  em Boa Viagem,2000000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.0922337,-34.8821607,Imobiliária,4,4,155,155,3,,,2017-04-09 23:45:13.826496,0,0,0,0,2.928291240023989,14.1634599212585,1.3050565410577257
Conjunto Comercial/Sala  em Derby,220000,Comercial,Avenida Governador Agamenon Magalhães,Derby,52010040,-8.0616261,-34.8982763,Imobiliária,0,0,33,33,1,306,,2017-04-09 23:45:13.984049,4.022893207218942,0.6960912519424737,2.581786500826585,2.784747580399228,3.285046981456241,38.84799791041932,0.6290190561341794
Apartamento com piscina e salão de festas em Boa Viagem,580000,Residencial,,Boa Viagem,,-8.0475622,-34.8769643,Imobiliária,3,1,86,,2,,,2017-04-09 23:45:14.272267,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
Apartamento com frente para o mar e salão de festas em Jaqueira,810000,Residencial,"Rua Futuro,Do",Jaqueira,52050010,-8.0377326,-34.9019058,Imobiliária,4,1,186,,2,1200,2600,2017-04-09 23:45:14.573632,3.106948521216829,0.4570912159067343,0.8385268317363745,3.8270409168540156,4.153917006219135,23.116940452572706,0.7605252467134909
Apartamento  em Cordeiro,259000,Residencial,Avenida Caxangá,Cordeiro,50630000,-8.0499669,-34.9217216,Imobiliária,2,1,55,,0,,,2017-04-09 23:45:14.699850,1.3168988906701293,0.9579891779586653,0,0,0.7131268184965724,26.538465386868523,0.6230988226955738
Apartamento com salão de festas em Madalena,295000,Residencial,Rua Padre Landim,Madalena,50710305,-8.0468561,-34.9123851,Pessoa Física,2,1,60,,1,500,500,2017-04-09 23:45:14.713004,1.7145353369710152,0.42617595859282303,0.053026417056766834,0.6732407251752529,2.4617298965973493,18.352232458966494,0.19477942496808406
Prédio Inteiro com frente para o mar e copa em Madalena,399000,Comercial,Rua Real da Torre,Madalena,50610000,-8.0565588072,-34.9092952302,Imobiliária,0,0,179,179,4,,,2017-04-09 23:45:14.870050,2.5673048316184555,1.1977772846387735,1.2728502653902383,3.881187644603787,10.781436921247407,38.74413690970172,1.687401741040596
Apartamento com estacionamento visitantes e playground em Derby,690000,Residencial,Rua Luiz Barbalho,Derby,50070120,-8.0571618,-34.8960729,Imobiliária,4,2,158,158,2,850,,2017-04-09 23:45:14.891672,3.2631769573898346,0.9310839770576103,1.2086613209399368,2.6213310122645854,3.816965766450134,44.59863243742868,1.2095764825175614
Apartamento com piscina e churrasqueira em Casa Forte,1800000,Residencial,,Casa Forte,,,,Imobiliária,5,5,394,394,3,1400,,2017-04-09 23:45:14.907874,0,0,0,0,0,0,0
Apartamento  em Torreao,260000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0413477,-34.8850199,Imobiliária,3,1,137,137,2,450,,2017-04-09 23:45:14.968309,0.13978161398602357,0,1.170421262539631,0.6326796157385809,1.1302336185107416,22.755747754027166,0.08142415345721839
Apartamento com estacionamento visitantes e playground em Espinheiro,450000,Residencial,,Espinheiro,52020030,,,Imobiliária,3,1,128,128,1,730,,2017-04-09 23:45:14.974693,0,0,0,0,0,0,0
Apartamento com playground e salão de festas em Madalena,580000,Residencial,Rua Costa Gomes,Madalena,50710510,,,Imobiliária,3,1,93,123,2,650,,2017-04-09 23:45:14.993542,0,0,0,0,0,0,0
Apartamento  em Gracas,620000,Residencial,Rua Desembargador Martins Pereira,Gracas,52050220,-8.0377128,-34.8999689,Imobiliária,3,1,124,124,1,910,,2017-04-09 23:45:15.143927,3.5612971867394227,0.6347961675938156,1.168156888659992,4.029485227908717,5.04266417187255,25.60352163742248,1.3593239211851518
Apartamento  em Boa Viagem,774800,Residencial,,Boa Viagem,,,,Imobiliária,3,1,107,107,2,,,2017-04-09 23:45:15.171266,0,0,0,0,0,0,0
Apartamento com piscina e sauna em Boa Viagem,1650000,Residencial,Avenida Boa Viagem,Boa Viagem,51130000,-8.1445045471,-34.9049072266,Imobiliária,4,2,150,150,2,,,2017-04-09 23:45:15.191450,0.06901025574946812,1.7713131965772861,0,0,0.5533370166906295,9.856392535883568,0.33795060054172926
Apartamento  em Boa Viagem,380000,Residencial,Rua Coronel Anízio Rodrigues Coelho,Boa Viagem,51021130,-8.1211134,-34.9072543,Imobiliária,3,1,99,99,1,450,,2017-04-09 23:45:15.297319,0.5105560165071543,1.4272811407482933,0,0.2394791377611814,1.288587051974268,19.031816233164932,0.384590941278395
Apartamento  em Boa Viagem,1700000,Residencial,Avenida Boa Viagem,Boa Viagem,51111000,-8.1095848083,-34.8890724182,Imobiliária,4,2,260,260,2,,,2017-04-09 23:45:15.619409,0,0.3358038990586863,0.014847020868702997,1.2357732195958486,0.9787305366207418,8.879201540154511,0
Apartamento  em Boa Viagem,280000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51020020,-8.1213084,-34.8975735,Imobiliária,2,0,82,98,1,220,,2017-04-09 23:45:15.640973,0.6060418666887165,1.0177745404193075,0.3759397079617843,0.9327456839861443,1.2509300598432982,30.06148026580402,0
Apartamento com piscina e churrasqueira em Boa Viagem,475000,Residencial,Rua Tomé Gibson,Boa Viagem,51011480,-8.0990800858,-34.885799408,Imobiliária,2,1,57,57,1,360,,2017-04-09 23:45:15.764305,0,0,0,0,2.8113376652191118,14.236787846143509,0
Apartamento  em Boa Viagem,190000,Residencial,Rua Padre Cabral,Boa Viagem,51030500,-8.1339216,-34.9063646,Imobiliária,2,0,51,51,0,368,,2017-04-09 23:47:16.494008,1.3627348753763744,1.6857294076447413,0.7605424824134885,0,2.9312307613846498,25.686849702986397,2.126285141920588
Apartamento com playground e salão de festas em Ilha do Retiro,451473,Residencial,Rua Senador Fábio de Barros,Ilha do Retiro,50720725,-8.0633119,-34.9060619,Imobiliária,2,1,59,59,0,,,2017-04-09 23:45:15.785917,2.153829501818311,0.3618302847540852,0.5635357882795197,1.0106576233873548,4.533310374676017,29.231080640780682,0.5185494559641097
Apartamento com copa em Madalena,600000,Residencial,Rua Hermógenes de Morais,Madalena,50610160,-8.0570576,-34.9081265,Imobiliária,4,1,150,150,1,650,,2017-04-09 23:45:15.813496,2.983046375134178,1.0796756541526917,1.388103661915061,3.790878612806647,11.162516584158853,38.93284483820666,1.5336999029982237
Apartamento com piscina e salão de festas em Boa Viagem,320000,Residencial,Rua Viriato Correia,Boa Viagem,51030510,-8.133554,-34.909255,Imobiliária,2,1,47,47,1,500,,2017-04-09 23:45:15.830096,1.2543296932687344,0.5688159225468882,0.19738709940102808,0,2.046155671388387,21.12043220412613,1.1367152354072019
Apartamento com piscina e sauna em Boa Viagem,500000,Residencial,Rua Maria Carolina,Boa Viagem,51020220,-8.112683,-34.8995059,Imobiliária,2,1,53,53,1,300,,2017-04-09 23:45:15.865605,0.4164507421137457,0.4030027925470565,0.3531631782881007,0.6557422694564473,0.988575940732708,16.83827361335226,0
Apartamento com playground em Tejipio,250000,Residencial,Avenida Doutor José Rufino,Tejipio,50930000,-8.0914917,-34.9495353,Imobiliária,3,1,70,70,1,160,,2017-04-09 23:45:15.873600,0,0,0,0,0,15.580839529482846,0.8064697989431292
Apartamento  em Boa Viagem,1600000,Residencial,Avenida Boa Viagem,Boa Viagem,51020001,-8.1177577972,-34.8936500549,Imobiliária,4,1,180,180,1,,,2017-04-09 23:45:16.120514,0.4878626922258984,0.5054742347096748,0.7890718331863723,0.9080456310963869,0.7285295756825596,19.416375012730818,0
Apartamento  em Rosarinho,573032,Residencial,Rua Hipolito Braga,Rosarinho,52041310,-8.0319988,-34.8965166,Imobiliária,4,1,89,89,2,,,2017-04-09 23:45:16.167127,1.9263761110389312,0.599524241710519,1.057223732885899,3.897979975478375,3.62623779902076,29.166364857990025,0.6890961965782827
Apartamento com piscina e campo de futebol em Parnamirim,1290000,Residencial,Rua do Marques,Parnamirim,52060280,-26.9225709,-49.0606445,Imobiliária,4,2,189,,3,1390,340,2017-04-09 23:45:16.425377,0,0,0,0,0,0,0
Apartamento com piscina e sauna em Boa Viagem,2250000,Residencial,Avenida Boa Viagem,Boa Viagem,51011000,-8.0989942551,-34.8841018677,Imobiliária,4,4,155,155,3,1300,,2017-04-09 23:45:16.452329,0,0,0,0,2.542875853993248,11.929069628090112,0.006983396308894157
