Título,Preço,Tipo,Rua,Bairro,CEP,Latitude,Longitude,Tipo Vendedor,Quartos,Suítes,Área Útil (m2),Área Total (m2),Vagas,Condomínio,IPTU,Data Coleta,Educação,Entretenimento,Financeiro,Saúde,Alimentação,Transporte,Others
Apartamento com piscina e salão de festas em Casa Forte,1450000,Residencial,Rua Jader de Andrade,Casa Forte,50061060,-8.0335534,-34.9189597,Imobiliária,3,1,129,,3,1050,128,2017-04-09 23:35:06.352007,0,0.2922359907830632,0.7434096611461786,0.6761476442484539,3.367628446225763,27.072417164355013,
Apartamento  em Boa Viagem,1450000,Residencial,Avenida Conselheiro Aguiar,Boa Viagem,51021020,-8.1109937,-34.8914817,Imobiliária,4,2,200,,3,1050,120,2017-04-09 23:35:06.517251,0,0.638566567255864,0.2992848419613405,1.7722883968794627,1.1331845334712558,11.01449591797119,
Apartamento com piscina e churrasqueira em Setubal,1450000,Residencial,Rua Baltazar Passos,Setubal,51130290,-8.1431364,-34.9078171,Imobiliária,3,3,142,,3,1050,,2017-04-09 23:35:06.584220,0.4299514509038022,1.3617688918646802,0,0,1.7901966114899135,14.030476130566264,
Apartamento com piscina e churrasqueira em Espinheiro,1450000,Residencial,Rua Alfredo de Carvalho,Espinheiro,52021040,-8.0412783,-34.8896025,Imobiliária,3,0,79,79,3,1050,,2017-04-09 23:35:06.621190,0.6081262747285082,0,3.1751445374015796,2.69473825371265,3.720286024439793,30.273431492572257,
Apartamento  em Boa Viagem,1450000,Residencial,Rua Sideral,Boa Viagem,51030630,-8.1383073,-34.9126031,Imobiliária,3,1,88,120,3,1050,,2017-04-09 23:35:09.758180,0.6771323984428956,0,0,0,3.2216064087114056,19.983799191022364,
Apartamento com piscina e churrasqueira em Torre,1440000,Residencial,Rua Real da Torre,Torre,50610000,-8.0566534,-34.9091928,Imobiliária,4,4,203,,3,1050,,2017-04-09 23:35:06.718174,2.612726161370379,1.1783792116473548,1.286154661497437,3.867903330010397,10.832132303314651,38.820520351126156,
Apartamento com salão de festas e vestiário em Boa Viagem,1440000,Residencial,Rua Mamanguape,Boa Viagem,51020250,-8.1159545,-34.8972457,Imobiliária,2,1,80,,3,1050,,2017-04-09 23:35:06.846178,0.7634108137336711,0.5560983768583802,0.7398353189459985,1.0232239674619519,1.145479600224001,24.744721562060022,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Antônio de Sá Leitão,Boa Viagem,51020090,-8.1095721,-34.8956943,Imobiliária,3,1,86,,3,1050,,2017-04-09 23:35:07.112840,0.04380012376598927,0.5396872587488771,0.24807481050214789,1.4334762288439453,1.2901777599280444,8.407403634190995,
Apartamento com piscina e playground em Boa Viagem,1400000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1144851,-34.9022571,Imobiliária,4,2,132,,3,1050,,2017-04-09 23:35:07.227045,0.428543454778423,0.4383850552122552,0.16555976110703863,0.2504561749154176,0.3897275722552973,21.728368789803838,
Apartamento  em Jd S Paulo,1400000,Residencial,Rua Pangaré,Jd S Paulo,50790240,-8.0785034,-34.9457228,Imobiliária,2,0,57,57,3,1050,,2017-04-09 23:35:07.234565,0,0.23963775346851038,0,0,0,17.84899652189441,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Le Park,Boa Viagem,51160035,-8.111251,-34.903549,Imobiliária,3,1,109,109,3,1050,,2017-04-09 23:35:07.252397,0.07106987689765572,0.1014616273557965,0.14079727006110454,0,0.13143492688070307,16.385780553813337,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1152682,-34.9006715,Imobiliária,3,1,99,,3,1050,,2017-04-09 23:35:07.488195,0.6150890714078004,0.5384567165405731,0.3548390909671018,0.4443149772632996,0.6571354163985073,23.675784954658766,
Apartamento com piscina e churrasqueira em Casa Forte,1400000,Residencial,Avenida Dezessete de Agosto,Casa Forte,52061540,-8.0297466,-34.9254945,Imobiliária,4,4,204,,3,1050,,2017-04-09 23:35:07.735101,0.6110799341305135,0,0.03663891514619877,0.1902521566321958,0.2414121551562256,24.865089628843595,
Apartamento com sauna e esquina em Torre,1400000,Residencial,Rua Floriano Francisco Oliveira,Torre,50710210,-8.0436766,-34.909114,Imobiliária,2,1,63,,3,1050,,2017-04-09 23:35:07.859705,1.792347572234155,0.31702521286974356,0.009311287192999316,0.6578855587074948,3.165326535693963,18.19211573698111,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Amália Bernardino de Sousa,Boa Viagem,51021150,-8.1270177,-34.9080261,Imobiliária,3,1,71,71,3,1050,,2017-04-09 23:35:08.433389,1.6678846444569284,1.8309900255665479,0.25857663858979263,0.21070417466552066,4.6906999050269444,19.114835138584205,
Apartamento  em Boa Viagem,1400000,Residencial,Rua General Salgado,Boa Viagem,51130320,-8.1402396,-34.9110995,Imobiliária,2,1,94,94,3,1049,,2017-04-09 23:35:08.723208,0.7802177136793125,0.39292421733788047,0,0,3.0740649889314833,18.17944979083413,
Apartamento com piscina e churrasqueira em Madalena,1400000,Residencial,Rua Hermógenes de Morais,Madalena,50610160,-8.0577341,-34.9082585,Imobiliária,3,1,87,,3,1049,,2017-04-09 23:35:08.789465,2.889378633404764,0.9862369414931142,1.3796121726418527,3.537260812831848,10.841405783009064,39.83750520219535,
Apartamento com piscina e playground em Boa Viagem,1400000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1134806,-34.8999072,Imobiliária,3,1,81,,3,1040,,2017-04-09 23:35:08.854409,0.48830931052186705,0.45673235179804306,0.3661198761571527,0.5308877084203796,0.9056498396294257,19.067189804079796,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1352052,-34.9014174,Imobiliária,4,4,241,,3,1040,6500,2017-04-09 23:35:08.973522,0.39296727574940077,2.922398574094163,1.1355025103752476,0,2.214166692356514,23.46216186236107,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1120052,-34.9029785,Imobiliária,4,4,170,,3,1030,,2017-04-09 23:35:09.335761,0.17548310645559265,0.1647606633719421,0,0.050457752489058066,0.2722304508503231,17.21310203856547,
Apartamento com piscina e churrasqueira em Torre,1400000,Residencial,Rua Conde de Irajá,Torre,50710310,-8.0456497,-34.9043664,Imobiliária,3,1,63,,3,1030,,2017-04-09 23:35:09.347754,2.2824019501021944,0.44995193223905133,0.1831417856765148,1.561243307930149,6.386942023738232,25.861659479149733,
Apartamento com piscina e churrasqueira em Casa Forte,1400000,Residencial,Estrada das Ubáias,Casa Forte,52061080,-8.0296948,-34.9176028,Imobiliária,4,2,107,107,3,1014,,2017-04-09 23:35:09.918172,0,0.7098155458365988,1.5086237078910856,1.4210042583569416,3.709685275952244,37.79885466953082,
Apartamento com piscina e churrasqueira em Recife,1400000,Residencial,Avenida Pedro Paes Mendonça,Recife,51020480,-8.1148111,-34.9016146,Imobiliária,3,1,101,,3,1013,,2017-04-09 23:35:10.165715,0.5055681790198574,0.4881209712065657,0.2428226346891264,0.32942444586411873,0.5031176582430744,22.465179283711155,
Apartamento com piscina e campo de futebol em Varzea,1400000,Residencial,Rua General Polidoro,Varzea,50740050,-8.038579,-34.9459841,Imobiliária,2,1,55,,3,1000,,2017-04-09 23:35:10.719527,2.631113937521393,0.039853719941670876,0.8366606459277521,1.0384758498985691,5.829440823684874,33.39094663943904,
Apartamento com piscina e salão de festas em Prado,1400000,Residencial,Rua Japecanga,Prado,50720130,-8.0612599,-34.9127452,Imobiliária,3,1,86,,3,1000,110,2017-04-09 23:35:12.021561,0.7475672852916411,0.3828539710236917,0.38699474288292707,1.1887797945682155,5.177259043257903,38.3368268636015,
Apartamento com piscina e churrasqueira em Espinheiro,1400000,Residencial,Rua Barão de Itamaracá,Espinheiro,52020070,-8.042551,-34.8946706,Imobiliária,2,0,48,,3,1000,,2017-04-09 23:35:10.830470,1.1177461725094369,0.42197539663121675,2.04069443880986,2.5730511969234673,6.950413284737207,35.6024184489158,
Apartamento com piscina e churrasqueira em Encruzilhada,1400000,Residencial,Rua Amaro Coutinho,Encruzilhada,52041110,-8.0355679,-34.8929865,Imobiliária,3,1,72,72,3,1000,,2017-04-09 23:35:10.964004,1.4594789974823819,0.49880640035123647,4.1054803783921106,5.186019942870549,4.141475398042354,32.66742204709727,
Apartamento com piscina e esquina em Boa Viagem,1400000,Residencial,Rua Tenente João Cícero,Boa Viagem,51020190,-8.1141795,-34.8928476,Imobiliária,3,1,75,,3,1000,,2017-04-09 23:35:11.030286,0.27699269190139886,0.8548277189874348,0.6709343637700446,1.4975357655380288,1.144590565880378,14.805146927734873,
Apartamento com piscina e campo de futebol em Boa Viagem,1400000,Residencial,Rua Professor José Brandão,Boa Viagem,51020180,-8.1126498,-34.893317,Imobiliária,4,3,158,,3,1000,,2017-04-09 23:35:12.038077,0.20745243559767176,0.9104191548649669,0.5568871209399322,1.7114078300410045,1.30100517259247,13.773622765836881,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1140847,-34.8975562,Imobiliária,3,1,59,,3,1000,,2017-04-09 23:35:11.981849,0.5789201057998689,0.5784712253459116,0.617620857704294,1.1010440428792911,1.3201797777526147,20.175821285587816,
Apartamento com piscina e churrasqueira em Encruzilhada,1400000,Residencial,Rua Mal Deodoro,Encruzilhada,5203017,-8.0373673,-34.8849041,Imobiliária,3,1,64,,3,1000,,2017-04-09 23:35:11.988545,0.13116212337211006,0,1.7390873445538386,1.198291295052912,0.8577921272312099,26.21277951276711,
Apartamento com piscina e churrasqueira em Madalena,1400000,Residencial,Rua Manoel Bernardes,Madalena,50710350,-8.0494634,-34.9104405,Imobiliária,3,1,79,,3,1000,,2017-04-09 23:35:12.015399,1.9477735333961979,0.9412712538807422,0.4114743358248422,2.401898972268063,6.057355842738743,23.86555805430052,
Apartamento com piscina e churrasqueira em Torreao,1400000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0408652,-34.8841463,Imobiliária,2,1,56,,3,1000,,2017-04-09 23:35:12.046802,0.05787132332805311,0,0.8536847483443752,0.4216182910735343,0.81456737343063,22.152280426809526,
Apartamento com piscina e churrasqueira em Boa Viagem,1400000,Residencial,Rua Sargento Silvino Macêdo,Boa Viagem,51160060,-8.1096506,-34.9060531,Imobiliária,3,3,170,170,3,1000,,2017-04-09 23:35:12.820497,0,0,1.3907756361346033,0,0,18.652971292897305,
Apartamento com piscina e churrasqueira em Boa Viagem,1390000,Residencial,Rua Félix de Brito Melo,Boa Viagem,51020260,-8.1169547,-34.8962064,Imobiliária,4,2,149,,3,1000,,2017-04-09 23:35:12.863076,0.7505631482261815,0.5573859200035891,0.8415957324201427,1.1266522488313029,1.0036658445823181,25.57754344834323,
Apartamento com piscina e churrasqueira em Setubal,1390000,Residencial,Rua General Salgado,Setubal,51130320,-8.1409754,-34.9078158,Imobiliária,3,1,95,,3,1000,,2017-04-09 23:35:12.875580,0.6114692471190317,1.5346331321465958,0,0,2.212065688320976,16.374134003606997,
Apartamento  em Boa Viagem,1380000,Residencial,Rua Padre Carapuceiro,Boa Viagem,51020280,-8.1202218,-34.8950958,Imobiliária,4,0,120,120,3,1000,,2017-04-09 23:35:13.188601,0.5584121665960091,0.5818762565755691,0.5687211101959442,0.7865926674848915,0.3802082480270567,23.57077110299711,
Apartamento com piscina e sala de ginástica em Pina,1380000,Residencial,Rua Marquês de Alegrete,Pina,51110380,-8.0870415,-34.8898452,Imobiliária,2,1,58,58,3,1000,,2017-04-09 23:35:13.216573,0,0,0,0,0.15624775673134944,13.12219692643882,
Apartamento com salão de festas em Parnamirim,1380000,Residencial,Rua Desembargador Góis Cavalcante,Parnamirim,52060140,-8.0334239,-34.9103805,Imobiliária,1,0,38,,3,1000,89,2017-04-09 23:35:13.471353,0.5120159659756068,0.56520236353592,0.6222091214779164,2.027864287299807,5.344389312109651,26.959214735065128,
Apartamento com piscina e churrasqueira em Boa Viagem,1370000,Residencial,Rua Amaro Albino Pimentel,Boa Viagem,51020120,-8.1317303,-34.902409,Imobiliária,4,3,130,,3,1000,1,2017-04-09 23:35:13.628656,0.9193919325395519,2.7277221187205676,1.7557455211133517,0.19977050891125578,5.951394224198563,33.02743898273221,
Apartamento com piscina e churrasqueira em Casa Forte,1352000,Residencial,Rua Irma Lucia,Casa Forte,52070030,-8.0291334,-34.9206847,Imobiliária,4,4,375,,3,1000,,2017-04-09 23:36:01.344100,0.12273870801400949,0.21474951952254287,1.046868857654407,0.8238261873382865,1.1209414362153671,34.361354502548636,
Apartamento com piscina e churrasqueira em Boa Viagem,1350000,Residencial,Rua Le Park,Boa Viagem,51160035,-8.111251,-34.903549,Imobiliária,4,4,170,170,3,1000,,2017-04-09 23:35:13.656355,0.07106987689765572,0.1014616273557965,0.14079727006110454,0,0.13143492688070307,16.385780553813337,
Apartamento com piscina e churrasqueira em Torreao,1350000,Residencial,Rua Cândido Lacerda,Torreao,52030200,-8.0404373,-34.8838789,Imobiliária,2,1,56,,3,1000,,2017-04-09 23:35:13.780141,0.03624422945577749,0,0.7990607730127522,0.40393936139162473,0.7617417657783978,22.22329943267536,
Apartamento  em Boa Viagem,1350000,Residencial,Rua General Americano Freire,Boa Viagem,51021120,-8.1260945,-34.9060843,Imobiliária,2,0,70,70,3,1000,,2017-04-09 23:35:13.838425,1.5515494159289307,2.36970037203307,0.45285909112091177,0.44623795162731633,5.915133761680275,23.801461498307233,
Apartamento com piscina e churrasqueira em Varzea,1350000,Residencial,Rua Torres Homem,Varzea,50810040,-8.0481699,-34.9590198,Imobiliária,3,0,49,,3,1000,55,2017-04-09 23:35:14.396136,0.8314040234296075,0,0,0,0.9727475233793124,21.263166443416694,
Apartamento com piscina e churrasqueira em Boa Viagem,1350000,Residencial,Rua Sá e Souza,Boa Viagem,51030065,-8.1370982,-34.9061693,Imobiliária,1,0,25,,3,1000,,2017-04-09 23:35:14.701617,0.9356680640606664,2.050274420537066,0.34082895799541324,0,1.6293024592329517,21.54952023922784,
Apartamento com piscina e churrasqueira em Encruzilhada,1350000,Residencial,Rua Dona Julieta,Encruzilhada,52041550,-8.0356372,-34.8897725,Imobiliária,3,1,61,61,3,1000,,2017-04-09 23:35:14.718500,0.6957394515553714,0.14443257475437984,4.188590229054812,4.08636370405547,2.4883215575011612,31.33820672620699,
Apartamento com piscina e churrasqueira em Poco da Panela,1350000,Residencial,Rua Engenheiro Jair Furtado Meirelles,Poco da Panela,52061360,-8.0409726,-34.9200263,Imobiliária,3,2,108,,3,1000,,2017-04-09 23:35:14.873658,0.030656496232707695,0.004356786067795952,0.02571352802052809,0,1.1398317617631877,13.915774507839423,
Apartamento com piscina e campo de futebol em Encruzilhada,1350000,Residencial,Rua Marechal Deodoro,Encruzilhada,52030170,-8.0372467,-34.8909859,Imobiliária,3,1,64,,3,1000,145,2017-04-09 23:35:14.974090,0.9220654617597642,0.252263722167207,4.984988578040545,5.073301929154854,3.5865207741748004,33.726859266911106,
Apartamento com piscina e frente para o mar em Boa Viagem,1350000,Residencial,Avenida Boa Viagem,Boa Viagem,51030000,-8.1397826,-34.9028362,Imobiliária,4,4,150,237,3,1000,,2017-04-09 23:35:15.614658,0.4023789668026053,3.1070139369866645,0.09672189357426214,0,0.5891923166231295,13.101870498802443,
Apartamento com piscina e playground em Casa Amarela,1350000,Residencial,Rua Arnoldo Magalhães,Casa Amarela,52051280,-8.0260501,-34.90902,Imobiliária,2,1,52,,3,1000,,2017-04-09 23:35:15.634556,1.0444268097215073,1.276854827938093,0.21388929292268108,2.5876059381526595,3.3242447022335764,31.06757550671934,
Apartamento com piscina e churrasqueira em Boa Viagem,1350000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1148714,-34.9014556,Imobiliária,3,1,100,100,3,1000,,2017-04-09 23:35:15.642743,0.5229681352502097,0.49735024887281665,0.2613831702483609,0.34817320210620767,0.531395160326931,22.580406576744082,
Apartamento com piscina e churrasqueira em Boa Viagem,1350000,Residencial,Avenida Boa Viagem,Boa Viagem,51020000,-8.1367798,-34.9018092,Imobiliária,2,1,85,85,3,1000,,2017-04-09 23:35:15.722867,0.42275733777532937,3.0177918087778717,0.783987879787547,0,1.0568410365723362,19.63329712316551,
Apartamento com piscina e churrasqueira em Setubal,1350000,Residencial,Rua Mário Souto Maior,Setubal,51030310,-8.1409644,-34.9066388,Imobiliária,4,2,128,,3,1000,,2017-04-09 23:35:15.780871,0.49567589252810085,1.996412614530355,0,0,1.7454899739626382,15.616053877449348,
Apartamento com piscina e churrasqueira em Boa Viagem,1350000,Residencial,Rua General Salgado,Boa Viagem,5113032,-8.1409754,-34.9078158,Imobiliária,3,1,95,,3,1000,,2017-04-09 23:35:15.806502,0.6114692471190317,1.5346331321465958,0,0,2.212065688320976,16.374134003606997,
Apartamento com piscina e churrasqueira em Boa Viagem,1323000,Residencial,Avenida Pedro Paes Mendonça,Boa Viagem,51020480,-8.1152682,-34.9006715,Imobiliária,4,2,132,,3,1000,,2017-04-09 23:35:16.354191,0.6150890714078004,0.5384567165405731,0.3548390909671018,0.4443149772632996,0.6571354163985073,23.675784954658766,
Apartamento com salão de festas em Boa Viagem,1321000,Residencial,Rua Marquês de Valença,Boa Viagem,51021500,-8.1282807,-34.9059126,Imobiliária,3,1,108,,3,1000,,2017-04-09 23:35:16.410642,1.7543638469519218,2.287630842280871,0.8012862166110702,0.346953890060213,6.610640977143118,26.964855286217006,
Casa com churrasqueira em Gracas,1320000,Residencial,Rua das Pernambucanas,Gracas,52011010,-8.0505876,-34.9033073,Imobiliária,4,1,520,500,3,1000,,2017-04-09 23:35:16.417688,3.5587920205000976,1.0615705553632748,0.49425686139454916,4.172374122508623,8.28590125779776,30.575206761357535,
Apartamento com piscina e campo de futebol em Encruzilhada,1315000,Residencial,Rua Dr. José Maria,Encruzilhada,52041000,-8.0362327,-34.8958081,Imobiliária,3,1,68,68,3,1000,,2017-04-09 23:35:16.456050,2.6221405588086126,0.7923142234203525,3.0990492227132895,5.527184003693084,5.040471985200251,32.11162709058068,
Apartamento com piscina e campo de futebol em Caxanga,1315000,Residencial,Rua Dona Inês Correia de Araújo,Caxanga,50800220,-8.043667,-34.9334778,Imobiliária,3,1,85,,3,1000,210,2017-04-09 23:35:16.492903,0.2715748386749648,1.161621374779908,0.15770481309161255,0.1465730922401666,0.6814171196836663,22.314312513531092,
Apartamento com piscina e salão de festas em Boa Viagem,1300000,Residencial,Rua Domício Rangel,Boa Viagem,51011570,-8.1020381,-34.8864939,Imobiliária,3,1,127,,3,1000,,2017-04-09 23:35:17.090571,0,0,0,0.02893746909136985,2.6313282115250147,13.060403110739395,
Apartamento  em Boa Viagem,1300000,Residencial,Avenida Boa Viagem,Boa Viagem,51021000,-8.1221411,-34.8960764,Imobiliária,4,2,133,,3,1000,,2017-04-09 23:35:58.847389,0.4630967313841975,0.7952718724835681,0.34429596475343394,0.7856049700275278,0.947117532482702,25.241235053029094,
Apartamento com salão de festas em Boa Viagem,1300000,Residencial,Rua dos Navegantes,Boa Viagem,51021010,-8.129509,-34.8998333,Imobiliária,4,3,406,,3,1000,1,2017-04-09 23:35:17.189491,0.3437415917500417,2.466030530591993,1.4736858435452347,0.4316113368248365,6.360357496623932,31.293005790853414,
Apartamento com piscina e churrasqueira em Apipucos,1300000,Residencial,Rua de Apipucos,Apipucos,52071000,-8.0221294,-34.9315151,Imobiliária,4,4,158,158,3,1000,,2017-04-09 23:35:17.455456,0.2726953370445883,0.05756672248189534,0,0,0,16.899306485331383,
Apartamento com piscina e churrasqueira em Casa Forte,1300000,Residencial,Rua Piauí,Casa Forte,52061040,-8.0292597,-34.9248571,Imobiliária,3,1,88,88,3,1000,,2017-04-09 23:35:17.695047,0.5687872076570625,0,0.19941322209157103,0.2500965454253079,0.18645140246450875,26.625598472565088,
Apartamento com piscina e churrasqueira em Pina,1300000,Residencial,Rua Cacilda Iolanda Porciuncula,Pina,51010530,-8.0857917,-34.880349,Imobiliária,4,4,273,,3,1000,,2017-04-09 23:35:17.810567,0,0,0,0,1.2838064474212776,18.343789746588964,
Apartamento com piscina e churrasqueira em Cordeiro,1300000,Residencial,Rua Adelino Frutuoso,Cordeiro,50721200,-8.0524224,-34.928336,Imobiliária,2,1,63,,3,1000,,2017-04-09 23:35:18.119147,0.8478557413814731,0.9039311442521973,0,0,0.9881220744411464,25.40445994670247,
Apartamento com piscina e churrasqueira em Ilha do Retiro,1300000,Residencial,Rua do Fonseca,Ilha do Retiro,50750290,-8.0639719,-34.9062663,Imobiliária,3,1,94,94,3,1000,,2017-04-09 23:35:18.146251,1.736606479042203,0.2467762129741441,0.4662372751073326,0.8644884784552452,3.8683559355192023,27.680446175571877,
Apartamento com piscina e churrasqueira em Boa Viagem,1300000,Residencial,Avenida General Mac Arthur,Boa Viagem,51150400,-8.1095767,-34.9086507,Imobiliária,4,4,170,,3,1000,,2017-04-09 23:35:18.248721,0,0,2.485704961341999,0,0,23.226061306176998,
Apartamento com piscina e churrasqueira em Encruzilhada,1300000,Residencial,Rua Larga do Feitosa,Encruzilhada,52030140,-8.036786,-34.8852046,Imobiliária,3,1,64,64,3,1000,,2017-04-09 23:35:21.307200,0.14462704162642023,0,1.9075547217795468,1.3363132490701752,0.8913408761346401,26.9589369323165,
Apartamento com sala de ginástica e salão de festas em Boa Viagem,1300000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,-8.1260983,-34.9032526,Imobiliária,2,1,61,61,3,1000,,2017-04-09 23:35:18.503832,1.0566113728680477,2.8487301638960805,0.7785396661859036,0.7266269636278534,7.4009877188641315,32.21794250396585,
Apartamento com piscina e churrasqueira em Boa Viagem,1300000,Residencial,Rua Desembargador João Paes,Boa Viagem,51021360,-8.1256324,-34.9048448,Imobiliária,2,1,61,,3,1000,,2017-04-09 23:35:19.027362,1.2968334915498234,2.5947818680249015,0.533794996447203,0.5918339596429427,6.395932740852057,27.466684217281333,
Apartamento com piscina e churrasqueira em Madalena,1300000,Residencial,Rua Monsenhor Silva,Madalena,50610360,-8.0508763,-34.9113739,Imobiliária,4,4,153,,3,1000,,2017-04-09 23:35:19.049350,1.7065777561589415,0.9533458666908783,0.4756606479894847,2.4868618762141357,5.854026417266608,25.941461982174534,
Apartamento com piscina e salão de festas em Jaqueira,1300000,Residencial,Rua Deputado Pedro Pires Ferreira,Jaqueira,52050480,-8.0386452,-34.9049772,Imobiliária,4,4,300,,3,1000,900,2017-04-09 23:35:19.112842,2.1726533079978414,0.10757823038465893,0.5651254443717609,2.6762165529194,2.728477727169207,20.955080261605175,
Apartamento com piscina e sala de ginástica em Boa Viagem,1300000,Residencial,Rua Antônio de Sá Leitão,Boa Viagem,51020090,-8.1095428,-34.8957422,Imobiliária,3,1,86,86,3,1000,,2017-04-09 23:35:19.131645,0.042273386834636086,0.5344071272631903,0.2442366663762324,1.4204261674345555,1.28134546830063,8.318373863250184,
Apartamento com piscina e churrasqueira em Jaqueira,1300000,Residencial,Rua Coronel Uriel Sérgio Cardim,Jaqueira,52050190,-8.0475622,-34.8769643,Imobiliária,3,1,66,,3,1000,,2017-04-09 23:35:19.167055,0,0,0,0.3219507517659647,0,23.29615929254956,
Apartamento com piscina e churrasqueira em Boa Viagem,1300000,Residencial,Rua Izabel Magalhães,Boa Viagem,51030330,-8.1387506,-34.9064288,Imobiliária,2,1,45,45,3,1000,,2017-04-09 23:35:52.952520,0.7270838945718279,2.0773579017690733,0.013139537563848535,0,1.7159383844230218,18.53149620593351,
Apartamento com piscina e playground em Boa Viagem,1300000,Residencial,Rua Antônio Falcão,Boa Viagem,51020240,-8.1134969,-34.8999163,Imobiliária,2,1,56,,3,1000,,2017-04-09 23:35:19.250623,0.48964972672852514,0.45766589643610256,0.366141051134639,0.5278494940374363,0.9034901174982337,19.11292415232422,
Apartamento com piscina e churrasqueira em Rosarinho,1300000,Residencial,Rua Ceará,Rosarinho,52041130,-8.0366383,-34.8945994,Imobiliária,3,2,81,,3,1000,,2017-04-09 23:35:19.941964,2.2102529764456222,0.6520681152294923,3.7683440698211963,5.4329794800396165,5.076015617673958,33.12916285121088,
Apartamento com piscina e salão de festas em Iputinga,1300000,Residencial,Rua Inácio Leopoldo,Iputinga,50670490,-8.0471494,-34.9437295,Imobiliária,3,1,71,71,3,1000,,2017-04-09 23:35:19.977470,0.3434642604034618,0.1818324696482008,1.723701362929507,0.7779808963680233,5.410245727844693,26.449013504445777,
Apartamento com playground e salão de festas em Boa Viagem,1300000,Residencial,Rua Professor Eduardo Wanderley Filho,Boa Viagem,51020170,-8.1116189,-34.8936765,Imobiliária,4,3,130,195,3,1000,,2017-04-09 23:35:48.294803,0.14583499161903454,0.8146128440666845,0.46177702764703704,1.7981539620549314,1.3682079827211346,12.619951644889818,
Apartamento com piscina e churrasqueira em Rosarinho,1300000,Residencial,Praça Phaelante da Câmara,Rosarinho,52041061,-8.0331118,-34.8974905,Imobiliária,2,1,53,,3,1000,90,2017-04-09 23:35:20.194248,2.4351388963029343,0.7385438965023645,1.1847111631123493,4.620463352449146,4.190370822575292,29.76877100043723,
Apartamento com piscina e churrasqueira em Torreao,1300000,Residencial,Rua Othon Paraíso,Torreao,52030250,-8.0377785,-34.8837638,Imobiliária,3,1,64,,3,998,,2017-04-09 23:35:20.204365,0.017572192438290585,0,0.9963855547481112,0.6835708298103753,0.5818950929565055,24.369473166088483,
Apartamento com piscina e churrasqueira em Beira Rio,1300000,Residencial,Rua Benjamim Constant,Beira Rio,50710150,-8.0451591,-34.9073305,Imobiliária,3,1,87,,3,992,,2017-04-09 23:35:20.213088,2.0643307977472216,0.484118611306289,0.08285273031641566,1.2392022232472006,5.073953273049094,21.029824833104275,
Apartamento com piscina e churrasqueira em Boa Viagem,1300000,Residencial,Rua Amália Bernardino de Sousa,Boa Viagem,51021150,-8.1240259,-34.9084181,Imobiliária,3,2,72,72,3,990,,2017-04-09 23:35:20.219510,1.099674702168495,1.6219398635270468,0,0.2125631006425308,2.7753273116022683,16.407673120005946,
Apartamento com piscina e churrasqueira em Boa Vista,1300000,Residencial,Rua João Fernandes Vieira,Boa Vista,50050245,-8.0521282,-34.8929119,Imobiliária,3,1,76,76,3,990,,2017-04-09 23:35:20.837965,1.6227331406651568,1.02655166839291,0,1.8031334333452433,3.946831661761429,38.024060499660514,
Apartamento com piscina e sauna em Setubal,1300000,Residencial,Rua Baltazar Passos,Setubal,51130290,-8.1437455,-34.9079456,Imobiliária,4,2,142,,3,990,,2017-04-09 23:35:21.049672,0.37893440828627767,1.239767621421747,0,0,1.5990725297294595,13.46610777684071,
Apartamento com salão de festas e salão de jogos em Rosarinho,1300000,Residencial,Rua Engenheiro Nestor Moreira Reis,Rosarinho,52041350,-8.0312272,-34.895648,Imobiliária,3,1,79,79,3,985,,2017-04-09 23:35:46.304102,1.5161780484954301,0.48629298088925654,0.9244637608997959,3.1877398839302677,2.970548244995557,27.84614563088966,
Apartamento com piscina e campo de futebol em Rosarinho,1300000,Residencial,Rua Engenheiro Sampaio,Rosarinho,52041020,-8.033291,-34.8980146,Imobiliária,4,2,113,,3,980,,2017-04-09 23:35:47.082709,2.5532880233921595,0.75262004507939,1.004327417074953,4.645006450040198,4.207253517411539,29.47535953770922,
Apartamento com piscina e copa em Ilha do Retiro,1300000,Residencial,Avenida Beira Rio,Ilha do Retiro,50750400,-8.0625343323,-34.9014358521,Imobiliária,4,4,166,166,3,980,,2017-04-09 23:35:47.517201,3.7214507589209713,0.6201944060296667,1.8162736981012308,1.7765458535857557,3.543277871707407,31.868400943518353,
